Song,Artist,Billboard100,URI
Can't Nobody Hold Me Down,Puff Daddy,1,1EM23A621Z0QyTlWKu7T1l
I Believe I Can Fly,R. Kelly,1,2RzJwBCXsS1VnjDm2jKKAa
Don't Let Go (Love),En Vogue,1,06TuMCjDEYjTOJScCRzmjf
Return of the Mack,Mark Morrison,1,3jDdpx9PMlfMBS5tOBHFm9
How Do I Live,LeAnn Rimes,1,7BD50ATrF3Vab5FQy7vtK8
Wannabe,Spice Girls,1,1Je1IMUlBXcx1Fz0WE7oPT
Quit Playing Games (With My Heart),Backstreet Boys,1,1nRwyxNsqCLeA17qR8Nfxx
MMMBop,Hanson,1,0lnxrQAd9ZxbhBBe7d8FO8
For You I Will,Monica,1,2b29qJRy4asbQNFjPO96XC
You Make Me Wanna...,Usher,1,47TqCCnEliDp8NRDyIQoQq
Bitch,Meredith Brooks,1,3i6qNxyVgIdUZTTi5m25EM
Nobody,Keith Sweat,1,4SF1747p541umnykBp352Q
Semi-Charmed Life,Third Eye Blind,1,42et6fnHCw1HIPSrdPprMl
Barely Breathing,Duncan Sheik,1,75HZ6Wxnw8xbgz6HU9kKCS
Hard to Say I'm Sorry,Az Yet,1,2OWzR8QoH7KaLtiN65v32x
Mo Money Mo Problems,The Notorious B.I.G.,1,4INDiWSKvqSKDEu7mh8HFz
The Freshmen,The Verve Pipe,1,21jEuMn2lf37715rwjow2M
I Want You,Savage Garden,1,3XorCFmcupSm5QS6hA9g4N
No Diggity,Blackstreet,1,6MdqqkQ8sSC0WB4i8PyRuQ
I Belong to You (Every Time I See Your Face),Rome,1,1nP6feYWJVpbO41aezFtm2
Hypnotize,The Notorious B.I.G.,1,7KwZNVEaqikRSBSpyhXK2j
Every Time I Close My Eyes,Babyface,1,2ezqQeBiC72gwMJoO4w1hA
In My Bed,Dru Hill,1,0IBgCsG8dRnUtveiIaoFHF
Say You'll Be There,Spice Girls,1,1yTQ39my3MoNROlFw3RDNy
Do You Know (What It Takes),Robyn,1,0idCpkJ2pspfAILbanmERu
4 Seasons of Loneliness,Boyz II Men,1,027tq4cWr0kRxLTfdxvM1L
G.H.E.T.T.O.U.T.,Changing Faces,1,13XNjh0UY5LBsICcoHUdxl
Honey,Mariah Carey,1,5NaOWLOmVjcA3M5spRATN9
I Believe in You and Me,Whitney Houston,1,1kwNHkKXJ4c4MchgATAOBJ
Da' Dip,Freak Nasty,1,76YDsWGWezclVy9Z6sDGhf
2 Become 1,Spice Girls,1,36AWdhZIGLUTkWpJDhe7va
All for You,Sister Hazel,1,2skmOCFU64Bg7Ytkgwliwe
Cupid,112,1,3kVIFDE3G89I2RPVkiRaRj
Where Have All the Cowboys Gone?,Paula Cole,1,2ck13qfgRZ1msyEJlDqzvk
Sunny Came Home,Shawn Colvin,1,4mOxpj82q6n3EO7HBZCelX
It's Your Love,Tim McGraw and Faith Hill,1,503sFkc8Y2eyGnM6cu8kHm
Ooh Aah... Just a Little Bit,Gina G,1,7kyMLaXepcGHIrsLqoiTB8
Mouth,Merril Bainbridge,1,11Ki2bHWXTEug0DAfKcDDD
All Cried Out,Allure,1,1DViQw0p1vo0eAMRlUF4Lr
I'm Still in Love with You,New Edition,1,46LEQkbfPT5x2ZanS3STg5
Invisible Man,98 Degrees,1,5EOGZmuU56m3fFhqr4HCLe
Not Tonight,Lil' Kim,1,3G4ARLHgmszMXKaNSgRhA9
Look into My Eyes,Bone Thugs-n-Harmony,1,4ISp82TYvp9G3HTA2dPzQu
Get It Together,702,1,4eDCsyIHTSu3cQZ5wDIyP7
All by Myself,Celine Dion,1,53z52qBK9tcWiLzo3Mnrkw
It's All Coming Back to Me Now,Celine Dion,1,5gPx24ixruqVFS14krILEq
My Love Is the Shhh!,Somethin' for the People,1,3TS25nchaYIPb2Y2fw6cbb
Where Do You Go,No Mercy,1,37tzoWY1ubBQKGXiWdO5Qv
I Finally Found Someone,Barbra Streisand and Bryan Adams,1,3jABliRFbqeVTfbXk7SW67
I'll Be,Foxy Brown,1,6Ag4SYLUGFdnJrCwUIb4mT
If It Makes You Happy,Sheryl Crow,1,5XrfFo0JFOnWD9ZMNXGkQh
Never Make a Promise,Dru Hill,1,0YPUjnI3WAkJPAsPkantHe
When You Love a Woman,Journey,1,2Ie2PTlhSYqE7WG5l6QzrB
Up Jumps da Boogie,Timbaland & Magoo,1,0
"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,1,6Ubm7YSji08mv1gmRE1Ciy
Everyday Is a Winding Road,Sheryl Crow,1,0t6DAi9KEiaWOtgTTXGhD2
Cold Rock a Party,MC Lyte,1,1iVdwLsbPsKnqUoZOWlEqv
Pony,Ginuwine,1,6mz1fBdKATx6qP4oP1I65G
Building a Mystery,Sarah McLachlan,1,3ozomn4PrGEKEuusxX2HpC
I Love You Always Forever,Donna Lewis,1,1PEqh7awkpuepLBSq8ZwqD
Your Woman,White Town,1,4ACxa9buEUnOdYEoPcnMpi
C U When U Get There,Coolio,1,4gf05qWuOT4JmtVGBlIXRO
Change the World,Eric Clapton,1,6BQNJ0JFKh8sWjQLI6Zudi
My Baby Daddy,B-Rock and the Bizz,1,0
Tubthumping,Chumbawamba,1,5YScXJKtefsgdskIy60N7A
Gotham City,R. Kelly,1,1OCFE38LYUf22diBKJ8Z4W
Last Night,Az Yet,1,2mj1Z5bqu0UfW4o4a7UxpW
ESPN Presents The Jock Jam,Various Artists,1,0
Big Daddy,Heavy D,1,2BdjYM0e7HaNeBtF98sXFw
What About Us,Total,1,6Ph7bndA7A5ExoHIZPX4TJ
Smile,Scarface,1,2wxO3ZydJTZRi4Bbc02q7i
What's on Tonight,Montell Jordan,1,1q3C05jegoKRuU1biZtVxv
Secret Garden,Bruce Springsteen,1,68uuz61IqrSJjO6ffO3yHc
The One I Gave My Heart To,Aaliyah,1,5Hr3o3xLPcMfruYm8Fd5EN
Fly Like an Eagle,Seal,1,4Nwm4lvNRxXkGR6aMmtdKm
No Time,Lil' Kim,1,0ld9Fvuggsdi9lJGBveQWs
Naked Eye,Luscious Jackson,1,6YtkOhiHmf46w1noltVnF2
Macarena (Bayside Boys Mix),Los del Río,1,4oaj36KzXRgDg4McgcTsZK
On & On,Erykah Badu,1,0tNuJpBgtE65diL6Q8Q7fI
Don't Wanna Be a Player,Joe,1,1JmeJIl1Ef7asaGgIN05Ze
I Shot the Sheriff,Warren G,1,5uC1sC1OmVKfU0m5opiY25
You Should Be Mine (Don't Waste Your Time),Brian McKnight,1,7HP2lzaK7F55mj7J79bjf4
Don't Cry for Me Argentina,Madonna,1,0bLRXQaWzmSXRXPmP6JnEF
Someone,SWV and Puff Daddy,1,68scrpEYQeO5B0OqAr2w9h
Go the Distance,Michael Bolton,1,3hS5RCp5EE1wUiiE7f8dM1
One More Time,Real McCoy,1,13vDH7LlES2hajU7yR07Mz
Butta Love,Next,1,6fRLVZ4jKzuqyDPlIdbq9q
Coco Jambo,Mr. President,1,5fRvePkRGdpn2nKacG7I6d
Twisted,Keith Sweat,1,69QIVIjPMnI1ABLBqh9P1b
Barbie Girl,Aqua,1,2RSOzvKUnfDDrb2nQPfpQU
"When You're Gone"" / ""Free to Decide",The Cranberries,1,3EXrtClWmgsM7dw75Mw2M1
Let Me Clear My Throat,DJ Kool,1,7k3sn5TIQ3qRVJ8FPTG9kx
I Like It,The Blackout All-Stars,1,1qiQduM84A0VeH8Y2uAbqi
"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,1,5bJ796cOnGBzSN5bm4mwMj
You Must Love Me,Madonna,1,78JPL7uIfs6Imm57r1QETk
Let It Go,Ray J,1,518OvhB3uaGC2LJC2DeReW
Too Close,Next,1,5IFCyWplye09HytIP80RCF
The Boy Is Mine,Brandy and Monica,1,6sHsXIJoEN5JpdkGMQDJxt
You're Still the One,Shania Twain,1,1wb4P4F0sxAQ2KXrRvsx6n
Truly Madly Deeply,Savage Garden,1,013AWvizllIUEC2FOBzOnh
How Do I Live,LeAnn Rimes,1,7BD50ATrF3Vab5FQy7vtK8
Together Again,Janet,1,1GrikfH0jDejDvrxo84n4P
All My Life,K-Ci & JoJo,1,5GorFaKkP2mLREQvhSblIg
Candle in the Wind 1997,Elton John,1,3DUcaEvPO72PijivCjtZcU
Nice & Slow,Usher,1,5L0KDoZklMgs9GPoonneEl
I Don't Want to Wait,Paula Cole,1,5MDQNJ7SZTytJwCbWKqJDL
How's It Going to Be,Third Eye Blind,1,3Uvx1TO0Kg5HgGPk58lHXv
"No, No, No",Destiny's Child,1,2pdzseh7ELZCKlXXXX4anK
My Heart Will Go On,Celine Dion,1,6ICbCdP1tGMkjENerLmZWK
Gettin' Jiggy wit It,Will Smith,1,0weAUscowxeqDtpCgtbpgp
You Make Me Wanna...,Usher,1,47TqCCnEliDp8NRDyIQoQq
My Way,Usher,1,5PIveStlGgjVL54GpVcqxr
My All,Mariah Carey,1,3RSpK5Y0y5tl25qvssrwJ6
The First Night,Monica,1,5rWzxloNXvbRPhlC1O2b6T
Been Around the World,Puff Daddy,1,1siDRjAa8MdxNoCHTiiQ7B
Adia,Sarah McLachlan,1,0rl84FuazRHYmK72krdmA1
Crush,Jennifer Paige,1,6YXWauQKn5nQVhcC4KVplQ
Everybody (Backstreet's Back),Backstreet Boys,1,4rTeOSYqwXNz5qPR2DUTFZ
I Don't Want to Miss a Thing,Aerosmith,1,225xvV8r1yKMHErSWivnow
Body Bumpin' (Yippie-Yi-Yo),Public Announcement,1,2ksxIiac6CC4jO0EtinlQM
This Kiss,Faith Hill,1,5EYWGM3Ns3iYew8ws0FatB
I Don't Ever Want to See You Again,Uncle Sam,1,4oJEy4qDPwDk5ac26yEMeL
Let's Ride,Montell Jordan,1,3wQUwUopne0hVBDXa44Bki
Sex and Candy,Marcy Playground,1,3hAaCXvutknQugsPFogh8H
Show Me Love,Robyn,1,6SluaPiV04KOaRTOIScoff
A Song for Mama,Boyz II Men,1,6FuJokk9FHx0E00SZ8ib8X
What You Want,Mase,1,6hxn98poTu1O4YZfafvC18
Frozen,Madonna,1,2II03llydk4YnkBBvoYB3B
Gone till November,Wyclef Jean,1,6Gd123r71KDdpH8JRdYvrh
My Body,LSG,1,6PyLw3l6ndolBrTPQp3Ibm
Tubthumping,Chumbawamba,1,5YScXJKtefsgdskIy60N7A
Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,1,6dLujFTBvLRnr8zPMMVUJg
I Want You Back,'N Sync,1,5YTMRAT4yKgFrepF8Hi3mY
When the Lights Go Out,Five,1,37giHQffMdB94OqVy4ZBd8
They Don't Know,Jon B.,1,0b5w1gamS9f239Sms9guAB
Make 'Em Say Uhh!,Master P,1,28JpsyZlA4ochxwxMMJGWt
Make It Hot,Nicole,1,74nsOZqzZzyvFVvBy12I7Y
Never Ever,All Saints,1,5FTz9qQ94PyUHETyAyfYZN
I Get Lonely,Janet Jackson,1,5xLDmkobOw674TLTBBmnuN
Feel So Good,Mase,1,7hfRrdFJgFKK3cJ4rmkecE
Say It,Voices of Theory,1,5919i3Sp9U2IE5m7hhlgSw
Kiss the Rain,Billie Myers,1,4wtHbIS26FOtpjMkaQQ8Zk
Come with Me,Puff Daddy,1,0
Romeo and Juliet,Sylk-E. Fyne,1,0
It's All About Me,Mýa and Sisqo,1,4Wtk0YYWUcx1JYicaq5Jd0
I Will Come to You,Hanson,1,6ZIuoDs3i1KjKurJf9miSs
One Week,Barenaked Ladies,1,29hBRadFZf9QTGRHZmxm65
Swing My Way,K. P. & Envyi,1,35KcXRWo7BTYdJiyMOy2Zu
The Arms of the One Who Loves You,Xscape,1,6Zyk31Yyk7AUU1TTJn7plb
My Love Is the Shhh!,Somethin' for the People,1,3TS25nchaYIPb2Y2fw6cbb
Daydreamin',Tatyana Ali,1,0ALJZXgutuN6F680E8lQPs
We're Not Making Love No More,Dru Hill,1,0fW2lTbzO1dcd2uahQUtwV
Semi-Charmed Life,Third Eye Blind,1,42et6fnHCw1HIPSrdPprMl
I Do,Lisa Loeb,1,014Y7CPce02N9bir2M1ePw
Lookin' at Me,Mase,1,2dieHErJLwG7fOzD8WAtFO
Looking Through Your Eyes,LeAnn Rimes,1,5es9FeUsKa8P8bB5iuN2co
Lately,Divine,1,0
Quit Playing Games (With My Heart),Backstreet Boys,1,1nRwyxNsqCLeA17qR8Nfxx
I Still Love You,Next,1,6zZJkvtu3N9GhbSQdVzsKT
Time After Time,INOJ,1,2N5CvukjQqiWxjzZLMqqBN
Are You Jimmy Ray?,Jimmy Ray,1,6VWFrHAnLDyNUEJbJvpkZA
Cruel Summer,Ace of Base,1,4AxVXHgv0clBuS4dl4S7Gw
I Got the Hook Up,Master P,1,3qEEoMccf3U90pM47dbQtX
Victory,Puff Daddy,1,2B9aYvlGefTIgKLhM6ia8t
Too Much,Spice Girls,1,1RQnYh2xw2BPpnzQFbO5r5
Ghetto Supastar (That Is What You Are),Pras Michel,1,31bf9SEOppLU6lQ85d8om6
How Deep Is Your Love,Dru Hill,1,60NvAO9lx0KmBNAVHIlWN6
Friend of Mine,Kelly Price,1,35irxCsC8QXJ1IN0eioD3H
Turn It Up (Remix)/Fire It Up,Busta Rhymes,1,0Cwn4fq9ysV0PsfSew34bp
I'll Be,Edwin McCain,1,5K7AMlpc4796JRWXb26nCV
Ray of Light,Madonna,1,4Fpsa3pYc3gozrxHRRPvR6
All for You,Sister Hazel,1,2skmOCFU64Bg7Ytkgwliwe
Touch It,Monifah,1,3upCmUgdchN3u0vkedbC5S
"Money, Power & Respect",The LOX,1,3MbBa8FMMgp9D39s7Cozl9
Bitter Sweet Symphony,The Verve,1,57iDDD9N9tTWe75x6qhStw
Dangerous,Busta Rhymes,1,2cZuNzaAGNFozlZTxSDU1g
Spice Up Your Life,Spice Girls,1,5qGwqO0lkbBXw4xNfzT7SF
Because of You,98 Degrees,1,25tmiXojR7whvZDz3LpMb2
The Mummers' Dance,Loreena McKennitt,1,5OFXqc0YydDLSJTxEp0AjS
All Cried Out,Allure,1,1DViQw0p1vo0eAMRlUF4Lr
Still Not a Player,Big Pun,1,3GKL13lkM5nRc4zC1lIOrR
The One I Gave My Heart To,Aaliyah,1,5Hr3o3xLPcMfruYm8Fd5EN
"Foolish Games"" / ""You Were Meant for Me",Jewel,1,3pPyv196sOJrbZdNiVNYCA
Love You Down,INOJ,1,7tjbm60E0t7SerbiG61cce
Do for Love,2Pac,1,4AE7Lj39VnSZNOmGH2iZaq
Raise the Roof,Luke,1,0tVDfAiHDgvRyXuVike1Ju
Heaven,Nu Flavor,1,0zLMsK6UeAP4KrbekFbHvC
The Party Continues,Jermaine Dupri,1,0zSaR3TpVlqfQzbSCbhWfU
Sock It 2 Me,Missy Elliott,1,08bn759cPYICtUPoYx29P0
Butta Love,Next,1,6fRLVZ4jKzuqyDPlIdbq9q
A Rose Is Still a Rose,Aretha Franklin,1,3pi27Gt4NetgWmEMFOCjBQ
4 Seasons of Loneliness,Boyz II Men,1,027tq4cWr0kRxLTfdxvM1L
Father,LL Cool J,1,7JXFCtDRnftvbZjukyIRRB
Thinkin' Bout It,Gerald Levert,1,4DDhR1Zd6WYbNiCd13Uu4i
Nobody's Supposed to Be Here,Deborah Cox,1,51QxenFmXlJXUN9mpvxlaL
Westside,TQ,1,6I3LsZncKrJG9mwv12FCEg
Believe,Cher,1,2goLsvvODILDzeeiT4dAoR
No Scrubs,TLC,1,1KGi9sZVMeszgZOWivFpxs
Angel of Mine,Monica,1,1AM1o0mKbgAK5oMpY8B3Z7
Heartbreak Hotel,Whitney Houston,1,4J9u7UsXH7F6sFI32KnYuP
...Baby One More Time,Britney Spears,1,3MjUtNVVq3C8Fn0MP3zhXa
Kiss Me,Sixpence None the Richer,1,754kgU5rWscRTfvlsuEwFp
Genie in a Bottle,Christina Aguilera,1,11mwFrKvLXCbcVGNxffGyP
Every Morning,Sugar Ray,1,2ouURa1AIXp3AvkS52Jry5
Nobody's Supposed to Be Here,Deborah Cox,1,51QxenFmXlJXUN9mpvxlaL
Livin' la Vida Loca,Ricky Martin,1,0Ph6L4l8dYUuXFmb71Ajnd
Where My Girls At?,702,1,4VSyH8AkIt3kaR5xIPFVVi
If You Had My Love,Jennifer Lopez,1,3x4yV0hW5Ve3TKhFkXSqFn
Slide,Goo Goo Dolls,1,0nnwn7LWHCAu09jfuH1xTA
Have You Ever?,Brandy,1,6tBD4yjOf9P8rWwUlXdJFm
I Want It That Way,Backstreet Boys,1,6e40mgJiCid5HRAGrbpGA6
I'm Your Angel,R. Kelly and Celine Dion,1,0QWFiyhOqFu9RP8qzP6z5L
All Star,Smash Mouth,1,3cfOd4CMv2snFaKAnMdnvK
Angel,Sarah McLachlan,1,3xZMPZQYETEn4hjor3TR1A
Smooth,Santana,1,0n2SEXB2qoRQg171q7XqeW
Unpretty,TLC,1,0BUoLE4o9eVahDHvTqak67
"Bills, Bills, Bills",Destiny's Child,1,1Oi2zpmL81Q0yScF1zxaC0
Save Tonight,Eagle-Eye Cherry,1,1t2Hq2WIBcZINOEnK6mdJG
Last Kiss,Pearl Jam,1,0QnONzv3TvHAWk294h6DaQ
Fortunate,Maxwell,1,0atAqF01mqwYOOfXVHu51F
All I Have to Give,Backstreet Boys,1,3hlhefxgyp4MDnN6C2dQ5H
Bailamos,Enrique Iglesias,1,2bbeNsFmjZqdoDhjLsKNWe
What's It Gonna Be?!,Busta Rhymes,1,0FpLfrOyHblbDlHUsrPN1N
What It's Like,Everlast,1,0nbuX7OZkEY5agMkpr98wS
Fly Away,Lenny Kravitz,1,1OxcIUqVmVYxT6427tbhDW
Someday,Sugar Ray,1,6NcHJ23mLQKnVxQcOmT7JW
Lately,Divine,1,0
That Don't Impress Me Much,Shania Twain,1,4I7DV3MIgxJGlObiy9s6nx
Wild Wild West,Will Smith,1,5AMvBCtX2rspUdoeJ9IsPN
Scar Tissue,Red Hot Chili Peppers,1,1G391cbiT3v3Cywg8T7DM1
Heartbreaker,Mariah Carey,1,0jsANwwkkHyyeNyuTFq2XO
I Still Believe,Mariah Carey,1,1bUrdVhrxVzTuROudSTYVO
The Hardest Thing,98 Degrees,1,7BHPfjnhrmPLcnAL3mx6cT
Summer Girls,LFO,1,7uYroF9RRrhRJBrigRvB6H
Can I Get A...,Jay-Z,1,45HLgh98kxPEMP1gPAEe8X
Jumper,Third Eye Blind,1,3354J49VpkbZJho7Ztdzpw
Doo Wop (That Thing),Lauryn Hill,1,0uEp9E98JB5awlA084uaIg
Mambo No. 5,Lou Bega,1,6x4tKaOzfNJpEJHySoiJcs
Sweet Lady,Tyrese,1,1Dx8rIZaXzZPvUQRF2j9hB
It's Not Right but It's Okay,Whitney Houston,1,7861kBrZ5aw7o4NfggcyYW
(God Must Have Spent) A Little More Time on You,'N Sync,1,72otaqywVqwyXaCjk75JKm
Lullaby,Shawn Mullins,1,5sMUwUR3JI2woCOrNbizUt
Anywhere,112,1,0Zze3tFRSNwL6KllmYjLgZ
Tell Me It's Real,K-Ci & JoJo,1,3fQtdmVB0cAe4Hs9e5bVQb
Back 2 Good,Matchbox 20,1,64XSAtXpCJUmadm3fkpH4z
808,Blaque,1,1Pqv7l6vxjBxd5fx4bWchC
She's So High,Tal Bachman,1,7mnGQesk1TzQLzQ9bYWZPR
She's All I Ever Had,Ricky Martin,1,4Bza6algEDbY8yrm8qMeg7
Miami,Will Smith,1,6e8Ou0wiqAzIpWb2eSxll8
Hands,Jewel,1,12iERgT55LwVLtGni5WuKB
Who Dat,JT Money,1,2rbb3lOMI71NIMbJCS1wQQ
Please Remember Me,Tim McGraw,1,4C5pVpypNmXpSN42rIqmpK
From This Moment On,Shania Twain,1,0vswnzoKvhNkT1ehc0Tt19
Love Like This,Faith Evans,1,7MQywXGHEev7JmwwIzMcao
You,Jesse Powell,1,1FFKRJnZX9xT4U5zW0suuR
Trippin',Total,1,5QfobfsCZuyPnCzXHKGs9r
If You,Silk,1,5DwP705ZZWaTQ8olnVtD0b
Ex-Factor,Lauryn Hill,1,2VjXGuPVVxyhMgER3Uz2Fe
Give It to You,Jordan Knight,1,6xNnPtnmqpktZLFkgT21u7
Black Balloon,Goo Goo Dolls,1,5zmaypMaWb21FUGBxbw8hT
Spend My Life with You,Eric Benét,1,58s4iqgXFzXhBndBkg2AaD
These Are the Times,Dru Hill,1,0OMmiWMwsCNtpQ5aP6fdp9
I Don't Want to Miss a Thing,Mark Chesnutt,1,3FN7JMZaaQ9lSzIaan0YZ1
I Do (Cherish You),98 Degrees,1,0p5Bv16XNo5B7AdeKD0H0F
Because of You,98 Degrees,1,25tmiXojR7whvZDz3LpMb2
I Will Remember You,Sarah McLachlan,1,0HWP0zWAUviRgsXdqCCOSc
Chanté's Got a Man,Chanté Moore,1,6v4UCusR4LTRlM5WHBUyxQ
Happily Ever After,Case,1,21fXrzSxu2y51Yqf57QycI
My Love Is Your Love,Whitney Houston,1,1ckU1EhAO0Nr73QYw24SWJ
All Night Long,Faith Evans,1,4Bh83s84d9YUiuLzeuF24N
Back That Azz Up,Juvenile,1,6o2g1BJvtYQssH84kBYs7y
Almost Doesn't Count,Brandy,1,5ZCv9I8mgChcYkSrLuLSTc
Man! I Feel Like a Woman!,Shania Twain,1,6sxptembJVty4sNtcPMAVz
Steal My Sunshine,Len,1,4agp6oHofabdUedr0B1krj
I Need to Know,Marc Anthony,1,7ffwRz8lZyDOE4Vj58Lo72
So Anxious,Ginuwine,1,2zbjlcLi1VQWqDNYdhyx1l
Faded Pictures,Case,1,1CAw3ethNuSDPf3E7luSFF
Back at One,Brian McKnight,1,6mwA6YiKDjAUG8kWvRRUPh
When a Woman's Fed Up,R. Kelly,1,015A6ZcNAWSSuwY7iDcD1b
How Forever Feels,Kenny Chesney,1,2HmMklpgK8vGCpJmPpz1yG
Amazed,Lonestar,1,6iNcyWk5iUEY7P9zeTc5hm
Sometimes,Britney Spears,1,1UI0l2L66HJ9AtoEOlHzv4
Ghetto Cowboy,Mo Thugs,1,1Gi5QPlpbDNDJUGvMemBJM
Out of My Head,Fastball,1,5tOjRq5shlEdm15nmJBq7Z
Hard Knock Life (Ghetto Anthem),Jay-Z,1,0
Jamboree,Naughty by Nature,1,3MPKTMJIxlORqcxw542HHK
Take Me There,Blackstreet,1,4TQOC2AhsD96oPxAC6NB6w
Stay the Same,Joey McIntyre,1,34Tq4vFc9aiShjelMTEfdO
A Lesson in Leavin',Jo Dee Messina,1,2g0BAZVaLlK8GeTVzF6hQ6
Iris,Goo Goo Dolls,1,6Qyc6fS4DsZjB2mRW9DsQs
Satisfy You,Puff Daddy,1,00FROhC5g4iJdax5US8jRr
Better Days (And the Bottom Drops Out),Citizen King,1,460Wn6Dq2uMviG5nPXtPnb
Music of My Heart,'N Sync and Gloria Estefan,1,0M3ZIWNcizkhYFvn6RuCEz
Write This Down,George Strait,1,1TanmIWbaUj5NVwJ3k4XPd
When You Believe,Whitney Houston and Mariah Carey,1,0JN7vUgUolHGHFrOR8xk7S
(God Must Have Spent) A Little More Time on You,Alabama and 'N Sync,1,4R3BvvUm5fe8SCPs6287dY
Breathe,Faith Hill,1,3y4LxiYMgDl4RethdzpmNe
Smooth,Santana,1,0n2SEXB2qoRQg171q7XqeW
Maria Maria,Santana,1,3XKIUb7HzIF1Vu9usunMzc
I Wanna Know,Joe,1,1m2xMsxbtxv21Brome189p
Everything You Want,Vertical Horizon,1,4cKGldbhGJniI8BrB3K6tb
Say My Name,Destiny's Child,1,7H6ev70Weq6DdpZyyTmUXk
I Knew I Loved You,Savage Garden,1,6nozDLxeL0TE4MS9GqYU1v
Amazed,Lonestar,1,6iNcyWk5iUEY7P9zeTc5hm
Bent,Matchbox Twenty,1,6fA7akEuTUL3dW1V0GELaZ
He Wasn't Man Enough,Toni Braxton,1,7f1Dmr246cJ9uQYdbplTbh
Higher,Creed,1,1ZozJfi8u9cO2Ob8KwiwNT
Try Again,Aaliyah,1,52IKUZIr66lMvy7COxmG9x
"Jumpin', Jumpin'",Destiny's Child,1,4pmc2AxSEq6g7hPVlJCPyP
Thong Song,Sisqó,1,5Mmk2ii6laakqfeCT7OnVD
Kryptonite,3 Doors Down,1,6ZOBP3NvffbU4SZcrnt1k6
There You Go,Pink,1,6dJ2mSRaKE9ctYw9qWNGWQ
Music,Madonna,1,2BcOZ4vOeu2qZowIHrvTYy
Doesn't Really Matter,Janet Jackson,1,0fJAcQZyy0C2qyt0LluAWp
What a Girl Wants,Christina Aguilera,1,5bGmuxShUba9maPswDnhCs
Back at One,Brian McKnight,1,6mwA6YiKDjAUG8kWvRRUPh
Bye Bye Bye,'N Sync,1,62bOmKYxYg7dhrC6gH9vFn
You Sang to Me,Marc Anthony,1,2dwhMQsFeHr2S787WxqAqW
I Need to Know,Marc Anthony,1,7ffwRz8lZyDOE4Vj58Lo72
Get It On Tonite,Montell Jordan,1,0AcLrSfAEBQcUnHOTm5pXg
Incomplete,Sisqó,1,3w8Mw9GHYepoTWOSdiyosj
I Try,Macy Gray,1,5TAf4lnZCZTLlZHNZMLFLi
It's Gonna Be Me,'N Sync,1,2AW37v0bDyuOzGP3XnmFuA
That's The Way It Is,Celine Dion,1,5s4catxeZsaWFnOrvrXZHf
Country Grammar (Hot Shit),Nelly,1,3wMUvT6eIw2L5cZFG1yH9j
Bring It All to Me,Blaque,1,1cjBan0t4eBk2Y5j17hdyf
Show Me the Meaning of Being Lonely,Backstreet Boys,1,3BsaRV5QIulYz2lV9WWa8T
Hot Boyz,Missy Elliott,1,7mYvtEeBdMqRSyj1Qpv6my
Back Here,BBMak,1,6znv7i4Wif5fLwI6OjKHZ4
It Feels So Good,Sonique,1,4Y8q64VnhD0vFYy9g2WFpi
Absolutely (Story of a Girl),Nine Days,1,3mNecsYFb6LQg7822DPXCP
With Arms Wide Open,Creed,1,0eKyHwckh9vQb8ncZ2DXCs
Be with You,Enrique Iglesias,1,1lZ4j5WBURBwZ0M5TT46wP
Come On Over Baby (All I Want Is You),Christina Aguilera,1,7A0apkTSTvMbSI7yplcmlh
No More,Ruff Endz,1,2WfhlEjoUII31H6imnQdvF
All The Small Things,Blink 182,1,2m1hi0nfMR9vdGC8UcrnwU
The Way You Love Me,Faith Hill,1,6vgN6KGstss0GnBbKlMNK9
I Turn To You,Christina Aguilera,1,4Do68W4FWO2hRAJCzG1lus
Never Let You Go,Third Eye Blind,1,1sxUaLi0G2vB7dl4ogtCxH
I Need You,LeAnn Rimes,1,046MBhhgQJJghnbgZCkaAR
Thank God I Found You,Mariah Carey,1,1RS3LStQYhju50eBdD9Uul
Let's Get Married,Jagged Edge,1,1PmHkalaUHhh0fz23SBHDL
My Love Is Your Love,Whitney Houston,1,1ckU1EhAO0Nr73QYw24SWJ
Then The Morning Comes,Smash Mouth,1,50MfV7a1pnOEcf2t9kobxW
Blue (Da Ba Dee),Eiffel 65,1,2yAVzRiEQooPEJ9SYx11L3
Desert Rose,Sting,1,4WhyHQ2BXi2VU1iaFbF6jv
The Real Slim Shady,Eminem,1,3yfqSUWxFvZELEM4PmlwIR
Most Girls,Pink,1,635PqgECfFbL0MNLogX7Yv
Wifey,Next,1,1NNDZc9BHaWe9JqIsPRlNV
Wonderful,Everclear,1,0WHOPmOuQKuu05k4g3UTvk
Oops!... I Did It Again,Britney Spears,1,6naxalmIoLFWR0siv8dnQQ
I Wanna Love You Forever,Jessica Simpson,1,5gZEhPrN1VLqTG1nIAXeNK
Give Me Just One Night (Una Noche),98 Degrees,1,1OvjOVieEsYqGiK1T3mUv9
Take a Picture,Filter,1,2O2mr2gzBRtKGRiswqRyiN
Otherside,Red Hot Chili Peppers,1,64BbK9SFKH2jk86U3dGj2P
Big Pimpin',Jay-Z,1,4DLH2fr8pWX1iksMrk47Kw
A Puro Dolor,Son by Four,1,28upjDakWVnHAgW2anm273
He Can't Love U,Jagged Edge,1,3VEZvzr84WVnoorZ4tlBSw
