,Song,Artist,Billboard100,URI
708,How Do I Live,LeAnn Rimes,1,7BD50ATrF3Vab5FQy7vtK8
709,Wannabe,Spice Girls,1,1Je1IMUlBXcx1Fz0WE7oPT
710,Quit Playing Games (With My Heart),Backstreet Boys,1,1nRwyxNsqCLeA17qR8Nfxx
711,MMMBop,Hanson,1,0lnxrQAd9ZxbhBBe7d8FO8
712,For You I Will,Monica,1,2b29qJRy4asbQNFjPO96XC
713,You Make Me Wanna...,Usher,1,47TqCCnEliDp8NRDyIQoQq
714,Bitch,Meredith Brooks,1,3i6qNxyVgIdUZTTi5m25EM
716,Semi-Charmed Life,Third Eye Blind,1,42et6fnHCw1HIPSrdPprMl
717,Barely Breathing,Duncan Sheik,1,75HZ6Wxnw8xbgz6HU9kKCS
718,Hard to Say I'm Sorry,Az Yet,1,2OWzR8QoH7KaLtiN65v32x
719,Mo Money Mo Problems,The Notorious B.I.G.,1,4INDiWSKvqSKDEu7mh8HFz
720,The Freshmen,The Verve Pipe,1,21jEuMn2lf37715rwjow2M
721,I Want You,Savage Garden,1,3XorCFmcupSm5QS6hA9g4N
723,I Belong to You (Every Time I See Your Face),Rome,1,1nP6feYWJVpbO41aezFtm2
724,Hypnotize,The Notorious B.I.G.,1,7KwZNVEaqikRSBSpyhXK2j
725,Every Time I Close My Eyes,Babyface,1,2ezqQeBiC72gwMJoO4w1hA
726,In My Bed,Dru Hill,1,0IBgCsG8dRnUtveiIaoFHF
727,Say You'll Be There,Spice Girls,1,1yTQ39my3MoNROlFw3RDNy
728,Do You Know (What It Takes),Robyn,1,0idCpkJ2pspfAILbanmERu
729,4 Seasons of Loneliness,Boyz II Men,1,027tq4cWr0kRxLTfdxvM1L
730,G.H.E.T.T.O.U.T.,Changing Faces,1,13XNjh0UY5LBsICcoHUdxl
731,Honey,Mariah Carey,1,5NaOWLOmVjcA3M5spRATN9
732,I Believe in You and Me,Whitney Houston,1,1kwNHkKXJ4c4MchgATAOBJ
733,Da' Dip,Freak Nasty,1,76YDsWGWezclVy9Z6sDGhf
734,2 Become 1,Spice Girls,1,36AWdhZIGLUTkWpJDhe7va
735,All for You,Sister Hazel,1,2skmOCFU64Bg7Ytkgwliwe
736,Cupid,112,1,3kVIFDE3G89I2RPVkiRaRj
737,Where Have All the Cowboys Gone?,Paula Cole,1,2ck13qfgRZ1msyEJlDqzvk
738,Sunny Came Home,Shawn Colvin,1,4mOxpj82q6n3EO7HBZCelX
739,It's Your Love,Tim McGraw and Faith Hill,1,503sFkc8Y2eyGnM6cu8kHm
740,Ooh Aah... Just a Little Bit,Gina G,1,7kyMLaXepcGHIrsLqoiTB8
742,All Cried Out,Allure,1,1DViQw0p1vo0eAMRlUF4Lr
743,I'm Still in Love with You,New Edition,1,46LEQkbfPT5x2ZanS3STg5
744,Invisible Man,98 Degrees,1,5EOGZmuU56m3fFhqr4HCLe
745,Not Tonight,Lil' Kim,1,3G4ARLHgmszMXKaNSgRhA9
746,Look into My Eyes,Bone Thugs-n-Harmony,1,4ISp82TYvp9G3HTA2dPzQu
747,Get It Together,702,1,4eDCsyIHTSu3cQZ5wDIyP7
748,All by Myself,Celine Dion,1,53z52qBK9tcWiLzo3Mnrkw
750,My Love Is the Shhh!,Somethin' for the People,1,3TS25nchaYIPb2Y2fw6cbb
752,I Finally Found Someone,Barbra Streisand and Bryan Adams,1,3jABliRFbqeVTfbXk7SW67
753,I'll Be,Foxy Brown,1,6Ag4SYLUGFdnJrCwUIb4mT
755,Never Make a Promise,Dru Hill,1,0YPUjnI3WAkJPAsPkantHe
756,When You Love a Woman,Journey,1,2Ie2PTlhSYqE7WG5l6QzrB
757,Up Jumps da Boogie,Timbaland & Magoo,1,0
758,"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,1,6Ubm7YSji08mv1gmRE1Ciy
759,Everyday Is a Winding Road,Sheryl Crow,1,0t6DAi9KEiaWOtgTTXGhD2
760,Cold Rock a Party,MC Lyte,1,1iVdwLsbPsKnqUoZOWlEqv
762,Building a Mystery,Sarah McLachlan,1,3ozomn4PrGEKEuusxX2HpC
764,Your Woman,White Town,1,4ACxa9buEUnOdYEoPcnMpi
765,C U When U Get There,Coolio,1,4gf05qWuOT4JmtVGBlIXRO
767,My Baby Daddy,B-Rock and the Bizz,1,0
768,Tubthumping,Chumbawamba,1,5YScXJKtefsgdskIy60N7A
769,Gotham City,R. Kelly,1,1OCFE38LYUf22diBKJ8Z4W
771,ESPN Presents The Jock Jam,Various Artists,1,0
772,Big Daddy,Heavy D,1,2BdjYM0e7HaNeBtF98sXFw
773,What About Us,Total,1,6Ph7bndA7A5ExoHIZPX4TJ
774,Smile,Scarface,1,2wxO3ZydJTZRi4Bbc02q7i
775,What's on Tonight,Montell Jordan,1,1q3C05jegoKRuU1biZtVxv
776,Secret Garden,Bruce Springsteen,1,68uuz61IqrSJjO6ffO3yHc
777,The One I Gave My Heart To,Aaliyah,1,5Hr3o3xLPcMfruYm8Fd5EN
778,Fly Like an Eagle,Seal,1,4Nwm4lvNRxXkGR6aMmtdKm
779,No Time,Lil' Kim,1,0ld9Fvuggsdi9lJGBveQWs
780,Naked Eye,Luscious Jackson,1,6YtkOhiHmf46w1noltVnF2
782,On & On,Erykah Badu,1,0tNuJpBgtE65diL6Q8Q7fI
783,Don't Wanna Be a Player,Joe,1,1JmeJIl1Ef7asaGgIN05Ze
784,I Shot the Sheriff,Warren G,1,5uC1sC1OmVKfU0m5opiY25
785,You Should Be Mine (Don't Waste Your Time),Brian McKnight,1,7HP2lzaK7F55mj7J79bjf4
786,Don't Cry for Me Argentina,Madonna,1,0bLRXQaWzmSXRXPmP6JnEF
787,Someone,SWV and Puff Daddy,1,68scrpEYQeO5B0OqAr2w9h
788,Go the Distance,Michael Bolton,1,3hS5RCp5EE1wUiiE7f8dM1
789,One More Time,Real McCoy,1,13vDH7LlES2hajU7yR07Mz
790,Butta Love,Next,1,6fRLVZ4jKzuqyDPlIdbq9q
791,Coco Jambo,Mr. President,1,5fRvePkRGdpn2nKacG7I6d
793,Barbie Girl,Aqua,1,2RSOzvKUnfDDrb2nQPfpQU
794,"When You're Gone"" / ""Free to Decide",The Cranberries,1,3EXrtClWmgsM7dw75Mw2M1
795,Let Me Clear My Throat,DJ Kool,1,7k3sn5TIQ3qRVJ8FPTG9kx
796,I Like It,The Blackout All-Stars,1,1qiQduM84A0VeH8Y2uAbqi
798,You Must Love Me,Madonna,1,78JPL7uIfs6Imm57r1QETk
799,Let It Go,Ray J,1,518OvhB3uaGC2LJC2DeReW
800,Too Close,Next,1,5IFCyWplye09HytIP80RCF
801,The Boy Is Mine,Brandy and Monica,1,6sHsXIJoEN5JpdkGMQDJxt
802,You're Still the One,Shania Twain,1,1wb4P4F0sxAQ2KXrRvsx6n
803,Truly Madly Deeply,Savage Garden,1,013AWvizllIUEC2FOBzOnh
805,Together Again,Janet,1,1GrikfH0jDejDvrxo84n4P
806,All My Life,K-Ci & JoJo,1,5GorFaKkP2mLREQvhSblIg
807,Candle in the Wind 1997,Elton John,1,3DUcaEvPO72PijivCjtZcU
808,Nice & Slow,Usher,1,5L0KDoZklMgs9GPoonneEl
809,I Don't Want to Wait,Paula Cole,1,5MDQNJ7SZTytJwCbWKqJDL
810,How's It Going to Be,Third Eye Blind,1,3Uvx1TO0Kg5HgGPk58lHXv
811,"No, No, No",Destiny's Child,1,2pdzseh7ELZCKlXXXX4anK
812,My Heart Will Go On,Celine Dion,1,6ICbCdP1tGMkjENerLmZWK
813,Gettin' Jiggy wit It,Will Smith,1,0weAUscowxeqDtpCgtbpgp
815,My Way,Usher,1,5PIveStlGgjVL54GpVcqxr
816,My All,Mariah Carey,1,3RSpK5Y0y5tl25qvssrwJ6
817,The First Night,Monica,1,5rWzxloNXvbRPhlC1O2b6T
818,Been Around the World,Puff Daddy,1,1siDRjAa8MdxNoCHTiiQ7B
819,Adia,Sarah McLachlan,1,0rl84FuazRHYmK72krdmA1
820,Crush,Jennifer Paige,1,6YXWauQKn5nQVhcC4KVplQ
821,Everybody (Backstreet's Back),Backstreet Boys,1,4rTeOSYqwXNz5qPR2DUTFZ
822,I Don't Want to Miss a Thing,Aerosmith,1,225xvV8r1yKMHErSWivnow
823,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,1,2ksxIiac6CC4jO0EtinlQM
824,This Kiss,Faith Hill,1,5EYWGM3Ns3iYew8ws0FatB
825,I Don't Ever Want to See You Again,Uncle Sam,1,4oJEy4qDPwDk5ac26yEMeL
826,Let's Ride,Montell Jordan,1,3wQUwUopne0hVBDXa44Bki
827,Sex and Candy,Marcy Playground,1,3hAaCXvutknQugsPFogh8H
829,A Song for Mama,Boyz II Men,1,6FuJokk9FHx0E00SZ8ib8X
830,What You Want,Mase,1,6hxn98poTu1O4YZfafvC18
831,Frozen,Madonna,1,2II03llydk4YnkBBvoYB3B
832,Gone till November,Wyclef Jean,1,6Gd123r71KDdpH8JRdYvrh
833,My Body,LSG,1,6PyLw3l6ndolBrTPQp3Ibm
835,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,1,6dLujFTBvLRnr8zPMMVUJg
836,I Want You Back,'N Sync,1,5YTMRAT4yKgFrepF8Hi3mY
837,When the Lights Go Out,Five,1,37giHQffMdB94OqVy4ZBd8
838,They Don't Know,Jon B.,1,0b5w1gamS9f239Sms9guAB
839,Make 'Em Say Uhh!,Master P,1,28JpsyZlA4ochxwxMMJGWt
840,Make It Hot,Nicole,1,74nsOZqzZzyvFVvBy12I7Y
841,Never Ever,All Saints,1,5FTz9qQ94PyUHETyAyfYZN
842,I Get Lonely,Janet Jackson,1,5xLDmkobOw674TLTBBmnuN
843,Feel So Good,Mase,1,7hfRrdFJgFKK3cJ4rmkecE
844,Say It,Voices of Theory,1,5919i3Sp9U2IE5m7hhlgSw
845,Kiss the Rain,Billie Myers,1,4wtHbIS26FOtpjMkaQQ8Zk
846,Come with Me,Puff Daddy,1,0
847,Romeo and Juliet,Sylk-E. Fyne,1,0
848,It's All About Me,Mýa and Sisqo,1,4Wtk0YYWUcx1JYicaq5Jd0
849,I Will Come to You,Hanson,1,6ZIuoDs3i1KjKurJf9miSs
850,One Week,Barenaked Ladies,1,29hBRadFZf9QTGRHZmxm65
851,Swing My Way,K. P. & Envyi,1,35KcXRWo7BTYdJiyMOy2Zu
852,The Arms of the One Who Loves You,Xscape,1,6Zyk31Yyk7AUU1TTJn7plb
854,Daydreamin',Tatyana Ali,1,0ALJZXgutuN6F680E8lQPs
855,We're Not Making Love No More,Dru Hill,1,0fW2lTbzO1dcd2uahQUtwV
857,I Do,Lisa Loeb,1,014Y7CPce02N9bir2M1ePw
858,Lookin' at Me,Mase,1,2dieHErJLwG7fOzD8WAtFO
859,Looking Through Your Eyes,LeAnn Rimes,1,5es9FeUsKa8P8bB5iuN2co
862,I Still Love You,Next,1,6zZJkvtu3N9GhbSQdVzsKT
863,Time After Time,INOJ,1,2N5CvukjQqiWxjzZLMqqBN
864,Are You Jimmy Ray?,Jimmy Ray,1,6VWFrHAnLDyNUEJbJvpkZA
865,Cruel Summer,Ace of Base,1,4AxVXHgv0clBuS4dl4S7Gw
866,I Got the Hook Up,Master P,1,3qEEoMccf3U90pM47dbQtX
867,Victory,Puff Daddy,1,2B9aYvlGefTIgKLhM6ia8t
868,Too Much,Spice Girls,1,1RQnYh2xw2BPpnzQFbO5r5
869,Ghetto Supastar (That Is What You Are),Pras Michel,1,31bf9SEOppLU6lQ85d8om6
870,How Deep Is Your Love,Dru Hill,1,60NvAO9lx0KmBNAVHIlWN6
871,Friend of Mine,Kelly Price,1,35irxCsC8QXJ1IN0eioD3H
872,Turn It Up (Remix)/Fire It Up,Busta Rhymes,1,0Cwn4fq9ysV0PsfSew34bp
874,Ray of Light,Madonna,1,4Fpsa3pYc3gozrxHRRPvR6
876,Touch It,Monifah,1,3upCmUgdchN3u0vkedbC5S
877,"Money, Power & Respect",The LOX,1,3MbBa8FMMgp9D39s7Cozl9
878,Bitter Sweet Symphony,The Verve,1,57iDDD9N9tTWe75x6qhStw
880,Spice Up Your Life,Spice Girls,1,5qGwqO0lkbBXw4xNfzT7SF
881,Because of You,98 Degrees,1,25tmiXojR7whvZDz3LpMb2
882,The Mummers' Dance,Loreena McKennitt,1,5OFXqc0YydDLSJTxEp0AjS
884,Still Not a Player,Big Pun,1,3GKL13lkM5nRc4zC1lIOrR
887,Love You Down,INOJ,1,7tjbm60E0t7SerbiG61cce
888,Do for Love,2Pac,1,4AE7Lj39VnSZNOmGH2iZaq
889,Raise the Roof,Luke,1,0tVDfAiHDgvRyXuVike1Ju
890,Heaven,Nu Flavor,1,0zLMsK6UeAP4KrbekFbHvC
891,The Party Continues,Jermaine Dupri,1,0zSaR3TpVlqfQzbSCbhWfU
892,Sock It 2 Me,Missy Elliott,1,08bn759cPYICtUPoYx29P0
894,A Rose Is Still a Rose,Aretha Franklin,1,3pi27Gt4NetgWmEMFOCjBQ
896,Father,LL Cool J,1,7JXFCtDRnftvbZjukyIRRB
897,Thinkin' Bout It,Gerald Levert,1,4DDhR1Zd6WYbNiCd13Uu4i
898,Nobody's Supposed to Be Here,Deborah Cox,1,51QxenFmXlJXUN9mpvxlaL
899,Westside,TQ,1,6I3LsZncKrJG9mwv12FCEg
901,No Scrubs,TLC,1,1KGi9sZVMeszgZOWivFpxs
902,Angel of Mine,Monica,1,1AM1o0mKbgAK5oMpY8B3Z7
903,Heartbreak Hotel,Whitney Houston,1,4J9u7UsXH7F6sFI32KnYuP
904,...Baby One More Time,Britney Spears,1,3MjUtNVVq3C8Fn0MP3zhXa
905,Kiss Me,Sixpence None the Richer,1,754kgU5rWscRTfvlsuEwFp
906,Genie in a Bottle,Christina Aguilera,1,11mwFrKvLXCbcVGNxffGyP
907,Every Morning,Sugar Ray,1,2ouURa1AIXp3AvkS52Jry5
909,Livin' la Vida Loca,Ricky Martin,1,0Ph6L4l8dYUuXFmb71Ajnd
910,Where My Girls At?,702,1,4VSyH8AkIt3kaR5xIPFVVi
911,If You Had My Love,Jennifer Lopez,1,3x4yV0hW5Ve3TKhFkXSqFn
912,Slide,Goo Goo Dolls,1,0nnwn7LWHCAu09jfuH1xTA
913,Have You Ever?,Brandy,1,6tBD4yjOf9P8rWwUlXdJFm
914,I Want It That Way,Backstreet Boys,1,6e40mgJiCid5HRAGrbpGA6
915,I'm Your Angel,R. Kelly and Celine Dion,1,0QWFiyhOqFu9RP8qzP6z5L
916,All Star,Smash Mouth,1,3cfOd4CMv2snFaKAnMdnvK
918,Smooth,Santana,1,0n2SEXB2qoRQg171q7XqeW
919,Unpretty,TLC,1,0BUoLE4o9eVahDHvTqak67
920,"Bills, Bills, Bills",Destiny's Child,1,1Oi2zpmL81Q0yScF1zxaC0
921,Save Tonight,Eagle-Eye Cherry,1,1t2Hq2WIBcZINOEnK6mdJG
922,Last Kiss,Pearl Jam,1,0QnONzv3TvHAWk294h6DaQ
923,Fortunate,Maxwell,1,0atAqF01mqwYOOfXVHu51F
924,All I Have to Give,Backstreet Boys,1,3hlhefxgyp4MDnN6C2dQ5H
925,Bailamos,Enrique Iglesias,1,2bbeNsFmjZqdoDhjLsKNWe
926,What's It Gonna Be?!,Busta Rhymes,1,0FpLfrOyHblbDlHUsrPN1N
927,What It's Like,Everlast,1,0nbuX7OZkEY5agMkpr98wS
928,Fly Away,Lenny Kravitz,1,1OxcIUqVmVYxT6427tbhDW
931,That Don't Impress Me Much,Shania Twain,1,4I7DV3MIgxJGlObiy9s6nx
932,Wild Wild West,Will Smith,1,5AMvBCtX2rspUdoeJ9IsPN
933,Scar Tissue,Red Hot Chili Peppers,1,1G391cbiT3v3Cywg8T7DM1
934,Heartbreaker,Mariah Carey,1,0jsANwwkkHyyeNyuTFq2XO
935,I Still Believe,Mariah Carey,1,1bUrdVhrxVzTuROudSTYVO
936,The Hardest Thing,98 Degrees,1,7BHPfjnhrmPLcnAL3mx6cT
937,Summer Girls,LFO,1,7uYroF9RRrhRJBrigRvB6H
938,Can I Get A...,Jay-Z,1,45HLgh98kxPEMP1gPAEe8X
939,Jumper,Third Eye Blind,1,3354J49VpkbZJho7Ztdzpw
940,Doo Wop (That Thing),Lauryn Hill,1,0uEp9E98JB5awlA084uaIg
941,Mambo No. 5,Lou Bega,1,6x4tKaOzfNJpEJHySoiJcs
942,Sweet Lady,Tyrese,1,1Dx8rIZaXzZPvUQRF2j9hB
943,It's Not Right but It's Okay,Whitney Houston,1,7861kBrZ5aw7o4NfggcyYW
944,(God Must Have Spent) A Little More Time on You,'N Sync,1,72otaqywVqwyXaCjk75JKm
945,Lullaby,Shawn Mullins,1,5sMUwUR3JI2woCOrNbizUt
946,Anywhere,112,1,0Zze3tFRSNwL6KllmYjLgZ
947,Tell Me It's Real,K-Ci & JoJo,1,3fQtdmVB0cAe4Hs9e5bVQb
948,Back 2 Good,Matchbox 20,1,64XSAtXpCJUmadm3fkpH4z
949,808,Blaque,1,1Pqv7l6vxjBxd5fx4bWchC
950,She's So High,Tal Bachman,1,7mnGQesk1TzQLzQ9bYWZPR
951,She's All I Ever Had,Ricky Martin,1,4Bza6algEDbY8yrm8qMeg7
952,Miami,Will Smith,1,6e8Ou0wiqAzIpWb2eSxll8
953,Hands,Jewel,1,12iERgT55LwVLtGni5WuKB
954,Who Dat,JT Money,1,2rbb3lOMI71NIMbJCS1wQQ
955,Please Remember Me,Tim McGraw,1,4C5pVpypNmXpSN42rIqmpK
956,From This Moment On,Shania Twain,1,0vswnzoKvhNkT1ehc0Tt19
957,Love Like This,Faith Evans,1,7MQywXGHEev7JmwwIzMcao
958,You,Jesse Powell,1,1FFKRJnZX9xT4U5zW0suuR
959,Trippin',Total,1,5QfobfsCZuyPnCzXHKGs9r
960,If You,Silk,1,5DwP705ZZWaTQ8olnVtD0b
961,Ex-Factor,Lauryn Hill,1,2VjXGuPVVxyhMgER3Uz2Fe
962,Give It to You,Jordan Knight,1,6xNnPtnmqpktZLFkgT21u7
963,Black Balloon,Goo Goo Dolls,1,5zmaypMaWb21FUGBxbw8hT
964,Spend My Life with You,Eric Benét,1,58s4iqgXFzXhBndBkg2AaD
965,These Are the Times,Dru Hill,1,0OMmiWMwsCNtpQ5aP6fdp9
967,I Do (Cherish You),98 Degrees,1,0p5Bv16XNo5B7AdeKD0H0F
970,Chanté's Got a Man,Chanté Moore,1,6v4UCusR4LTRlM5WHBUyxQ
971,Happily Ever After,Case,1,21fXrzSxu2y51Yqf57QycI
972,My Love Is Your Love,Whitney Houston,1,1ckU1EhAO0Nr73QYw24SWJ
973,All Night Long,Faith Evans,1,4Bh83s84d9YUiuLzeuF24N
974,Back That Azz Up,Juvenile,1,6o2g1BJvtYQssH84kBYs7y
975,Almost Doesn't Count,Brandy,1,5ZCv9I8mgChcYkSrLuLSTc
976,Man! I Feel Like a Woman!,Shania Twain,1,6sxptembJVty4sNtcPMAVz
977,Steal My Sunshine,Len,1,4agp6oHofabdUedr0B1krj
978,I Need to Know,Marc Anthony,1,7ffwRz8lZyDOE4Vj58Lo72
979,So Anxious,Ginuwine,1,2zbjlcLi1VQWqDNYdhyx1l
980,Faded Pictures,Case,1,1CAw3ethNuSDPf3E7luSFF
981,Back at One,Brian McKnight,1,6mwA6YiKDjAUG8kWvRRUPh
982,When a Woman's Fed Up,R. Kelly,1,015A6ZcNAWSSuwY7iDcD1b
983,How Forever Feels,Kenny Chesney,1,2HmMklpgK8vGCpJmPpz1yG
984,Amazed,Lonestar,1,6iNcyWk5iUEY7P9zeTc5hm
985,Sometimes,Britney Spears,1,1UI0l2L66HJ9AtoEOlHzv4
986,Ghetto Cowboy,Mo Thugs,1,1Gi5QPlpbDNDJUGvMemBJM
987,Out of My Head,Fastball,1,5tOjRq5shlEdm15nmJBq7Z
988,Hard Knock Life (Ghetto Anthem),Jay-Z,1,0
989,Jamboree,Naughty by Nature,1,3MPKTMJIxlORqcxw542HHK
990,Take Me There,Blackstreet,1,4TQOC2AhsD96oPxAC6NB6w
991,Stay the Same,Joey McIntyre,1,34Tq4vFc9aiShjelMTEfdO
992,A Lesson in Leavin',Jo Dee Messina,1,2g0BAZVaLlK8GeTVzF6hQ6
993,Iris,Goo Goo Dolls,1,6Qyc6fS4DsZjB2mRW9DsQs
994,Satisfy You,Puff Daddy,1,00FROhC5g4iJdax5US8jRr
995,Better Days (And the Bottom Drops Out),Citizen King,1,460Wn6Dq2uMviG5nPXtPnb
996,Music of My Heart,'N Sync and Gloria Estefan,1,0M3ZIWNcizkhYFvn6RuCEz
997,Write This Down,George Strait,1,1TanmIWbaUj5NVwJ3k4XPd
998,When You Believe,Whitney Houston and Mariah Carey,1,0JN7vUgUolHGHFrOR8xk7S
1000,Breathe,Faith Hill,1,3y4LxiYMgDl4RethdzpmNe
1002,Maria Maria,Santana,1,3XKIUb7HzIF1Vu9usunMzc
1003,I Wanna Know,Joe,1,1m2xMsxbtxv21Brome189p
1004,Everything You Want,Vertical Horizon,1,4cKGldbhGJniI8BrB3K6tb
1005,Say My Name,Destiny's Child,1,7H6ev70Weq6DdpZyyTmUXk
1006,I Knew I Loved You,Savage Garden,1,6nozDLxeL0TE4MS9GqYU1v
1008,Bent,Matchbox Twenty,1,6fA7akEuTUL3dW1V0GELaZ
1009,He Wasn't Man Enough,Toni Braxton,1,7f1Dmr246cJ9uQYdbplTbh
1010,Higher,Creed,1,1ZozJfi8u9cO2Ob8KwiwNT
1011,Try Again,Aaliyah,1,52IKUZIr66lMvy7COxmG9x
1012,"Jumpin', Jumpin'",Destiny's Child,1,4pmc2AxSEq6g7hPVlJCPyP
1013,Thong Song,Sisqó,1,5Mmk2ii6laakqfeCT7OnVD
1014,Kryptonite,3 Doors Down,1,6ZOBP3NvffbU4SZcrnt1k6
1015,There You Go,Pink,1,6dJ2mSRaKE9ctYw9qWNGWQ
1016,Music,Madonna,1,2BcOZ4vOeu2qZowIHrvTYy
1017,Doesn't Really Matter,Janet Jackson,1,0fJAcQZyy0C2qyt0LluAWp
1018,What a Girl Wants,Christina Aguilera,1,5bGmuxShUba9maPswDnhCs
1020,Bye Bye Bye,'N Sync,1,62bOmKYxYg7dhrC6gH9vFn
1021,You Sang to Me,Marc Anthony,1,2dwhMQsFeHr2S787WxqAqW
1023,Get It On Tonite,Montell Jordan,1,0AcLrSfAEBQcUnHOTm5pXg
1024,Incomplete,Sisqó,1,3w8Mw9GHYepoTWOSdiyosj
1025,I Try,Macy Gray,1,5TAf4lnZCZTLlZHNZMLFLi
1026,It's Gonna Be Me,'N Sync,1,2AW37v0bDyuOzGP3XnmFuA
1027,That's The Way It Is,Celine Dion,1,5s4catxeZsaWFnOrvrXZHf
1028,Country Grammar (Hot Shit),Nelly,1,3wMUvT6eIw2L5cZFG1yH9j
1029,Bring It All to Me,Blaque,1,1cjBan0t4eBk2Y5j17hdyf
1030,Show Me the Meaning of Being Lonely,Backstreet Boys,1,3BsaRV5QIulYz2lV9WWa8T
1031,Hot Boyz,Missy Elliott,1,7mYvtEeBdMqRSyj1Qpv6my
1032,Back Here,BBMak,1,6znv7i4Wif5fLwI6OjKHZ4
1033,It Feels So Good,Sonique,1,4Y8q64VnhD0vFYy9g2WFpi
1034,Absolutely (Story of a Girl),Nine Days,1,3mNecsYFb6LQg7822DPXCP
1035,With Arms Wide Open,Creed,1,0eKyHwckh9vQb8ncZ2DXCs
1036,Be with You,Enrique Iglesias,1,1lZ4j5WBURBwZ0M5TT46wP
1037,Come On Over Baby (All I Want Is You),Christina Aguilera,1,7A0apkTSTvMbSI7yplcmlh
1038,No More,Ruff Endz,1,2WfhlEjoUII31H6imnQdvF
1039,All The Small Things,Blink 182,1,2m1hi0nfMR9vdGC8UcrnwU
1040,The Way You Love Me,Faith Hill,1,6vgN6KGstss0GnBbKlMNK9
1041,I Turn To You,Christina Aguilera,1,4Do68W4FWO2hRAJCzG1lus
1042,Never Let You Go,Third Eye Blind,1,1sxUaLi0G2vB7dl4ogtCxH
1043,I Need You,LeAnn Rimes,1,046MBhhgQJJghnbgZCkaAR
1044,Thank God I Found You,Mariah Carey,1,1RS3LStQYhju50eBdD9Uul
1045,Let's Get Married,Jagged Edge,1,1PmHkalaUHhh0fz23SBHDL
1047,Then The Morning Comes,Smash Mouth,1,50MfV7a1pnOEcf2t9kobxW
1048,Blue (Da Ba Dee),Eiffel 65,1,2yAVzRiEQooPEJ9SYx11L3
1049,Desert Rose,Sting,1,4WhyHQ2BXi2VU1iaFbF6jv
1050,The Real Slim Shady,Eminem,1,3yfqSUWxFvZELEM4PmlwIR
1051,Most Girls,Pink,1,635PqgECfFbL0MNLogX7Yv
1052,Wifey,Next,1,1NNDZc9BHaWe9JqIsPRlNV
1053,Wonderful,Everclear,1,0WHOPmOuQKuu05k4g3UTvk
1054,Oops!... I Did It Again,Britney Spears,1,6naxalmIoLFWR0siv8dnQQ
1055,I Wanna Love You Forever,Jessica Simpson,1,5gZEhPrN1VLqTG1nIAXeNK
1056,Give Me Just One Night (Una Noche),98 Degrees,1,1OvjOVieEsYqGiK1T3mUv9
1057,Take a Picture,Filter,1,2O2mr2gzBRtKGRiswqRyiN
1058,Otherside,Red Hot Chili Peppers,1,64BbK9SFKH2jk86U3dGj2P
1059,Big Pimpin',Jay-Z,1,4DLH2fr8pWX1iksMrk47Kw
1060,A Puro Dolor,Son by Four,1,28upjDakWVnHAgW2anm273
1061,He Can't Love U,Jagged Edge,1,3VEZvzr84WVnoorZ4tlBSw
1062,Separated,Avant,1,5S0cvScXb33JVpjTiY9Ivi
1064,U Know What's Up,Donell Jones,1,5PMKzsUsTpZZGsCcJBuhP2
1065,Faded,soulDecision,1,0
1066,Only God Knows Why,Kid Rock,1,1rAzW6aco1ZtxLRx4XOagB
1067,Shake Ya Ass,Mystikal,1,1jRzdY7oUBOhrylNtiMtBD
1068,Bag Lady,Erykah Badu,1,7BgUcOjSOlKJXASLgJ6bx1
1069,Meet Virginia,Train,1,4ocbH5ZJqajZIpUrqRUoue
1070,Party Up (Up in Here),DMX,1,4XSgaQfGgJ9FDCcvmOe404
1071,Case of the Ex,Mýa,1,1ak0S3NhwWrUgNlQhJ1412
1072,Forgot About Dre,Dr. Dre,1,7iXF2W9vKmDoGAhlHdpyIa
1073,That's the Way,Jo Dee Messina,1,296XGtH5MeGisqD3uAz6Q6
1074,Swear It Again,Westlife,1,2x1D20z93vGEjtTP07GOOr
1075,The Next Episode,Dr. Dre,1,4LwU4Vp6od3Sb08CsP99GC
1076,From the Bottom of My Broken Heart,Britney Spears,1,70XtWbcVZcpaOddJftMcVi
1077,Crash and Burn,Savage Garden,1,60g4sp8i3gXSb1EkphMl1g
1078,Yes!,Chad Brock,1,1PrZOkFxJqTZAH8P3x87hW
1079,The Best Day,George Strait,1,5ApdBBa3MtTzpF0MbpB2NG
1080,Where I Wanna Be,Donell Jones,1,2uZwyxrg6VPvlVsvclIfel
1081,How Do You Like Me Now?!,Toby Keith,1,7rDcULv8vV16vetBjPJhuE
1082,My Best Friend,Tim McGraw,1,5BeY2wY4rGFD1Q3aXO83Bv
1083,Broadway,Goo Goo Dolls,1,0RZuCBV900eNA2FXCQ3uUM
1084,What'chu Like,Da Brat,1,5d8woPn6sHRA6yPnnHnqSt
1085,Don't Think I'm Not,Kandi,1,487Dyzs7Xbbk4hIWYyYT80
1086,I Hope You Dance,Lee Ann Womack,1,65B1tEOv5W294uCKbmEcFV
1087,Better Off Alone,Alice Deejay,1,0pMUR7Uvp6vxlbG0qBFvgM
1088,Dance with Me,Debelah Morgan,1,1C2Q3AymKS17bw7T5gfq6p
1089,What About Now,Lonestar,1,2Fsg9at6oxnR7h6PhNcOmE
1091,24/7,Kevon Edmonds,1,4rZB2G955dQMcjlb7e3VNB
