,ID,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,lyrics,explicit,Genre,Year
15,35,fat lip,sum 41,0,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9.0,-5.215,1.0,0.142,0.000579,0.0,0.065,0.626,196.505,178267.0,4.0,"Storming through the party like my name was El Nino
When I'm hanging out drinking in the back of an El Camino
As a kid, was a skid, and no one knew me by name
I trashed my own house party 'cause nobody came

I know I'm not the one you thought you knew back in high school
Never going, never showing up when we had to
Attention that we crave, don't tell us to behave
I'm sick of always hearing act your age

I don't wanna waste my time
Become another casualty of society
I'll never fall in line
Become another victim of your conformity
And back down

Because you don't
Know us at all, we laugh when old people fall
But what would you expect with a conscience so small?
...

",1.0,pop,2001
24,47,miss murder,afi,0,0Ti2dlF2xLjXblvdU5fCxM,0.308,0.873,8.0,-4.542,1.0,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587.0,4.0,"Hey miss murder can I
Hey miss murder can I
Make beauty stay if I
Take my life?

Whoa-oh-ohh

With just a look they shook
And heavens bowed before him
Simply a look can break your heart
The stars that pierce the sky
He left them all behind
We're left to wonder why
He left us all behind

Hey Miss Murder can I?
Hey Miss Murder can I?
Make beauty stay if I
Take my life?
...

",0.0,pop,2006
39,62,white boi,dillon francis,0,2X7pHBr2TJl0yZ97B2vz40,0.83,0.497,1.0,-6.94,1.0,0.052,0.0983,0.0,0.0906,0.634,127.965,185282.0,4.0,"Hey papi what I wish
Ya, you my favorite dish
Can I get a taste?
Baby can I get a lick?
No entiende mi Spanglish
But you can read my body language, ya my body

Fell in love with a white boi
He's my hot boi
He knows how to turn me on
Always gives me what I want
He's my white boi
Ya my hot boi
Sabe bien lo que hay que hacer
Para darme todo el placer (yea)

Fell in love with a (white boi boi boi boi)
Fell in love with a (white boi boi boi boi)
Fell in love with a (white boi boi boi boi)
Fell in love with a (white boi boi boi boi)

Hola mami tú te pones muy rabiosa
...

",0.0,pop,2018
41,64,beautiful (feat. camila cabello),bazzi,0,4VUwkH455At9kENOfzTqmF,0.638,0.717,2.0,-4.722,1.0,0.0337,0.346,0.0,0.105,0.249,100.027,180000.0,4.0,"Hey
Beautiful, beautiful, beautiful, beautiful angel
Love your imperfections, every angle
Tomorrow comes and goes before you know
So I just had to let you know

The way that Gucci look on you, amazin'
But nothin' can compare to when you're naked
Now a Backwood and some Henny got you faded
You're sayin' you're the one for me, I need to face it

Started when we were younger
Swear to God that I loved her
Sorry that your mum found out
Guess that we just really had the thunder

Ain't nobody else that I'd be under
Beautiful, beautiful life right now
Beautiful, beautiful night right now
...

",0.0,pop,2018
42,65,celoso,lele pons,0,33zcmmElV1YbRZe57biUjg,0.746,0.703,4.0,-4.179,0.0,0.107,0.352,0.0,0.331,0.667,166.043,179693.0,4.0,"Cinco 'e la mañana, tú me llama' (Woo)
Solo pa' ver quién está en mi cama (Ah)
Yo no tengo tiempo pa' tu' drama'
A mí no me llame' a la cinco 'e la mañana

Porque de seguro ando de rumba con mi hermana
Tú quieres llamarme y solo cuando tienes ganas (Tienes ganas)
Yo quiero bailar esta noche
Voy a disfrutar sin reproches

Te pone' celoso si me ve' con otro
Hago lo que quiero, yo solo me la gozo
Te pone' celoso si bailo con otro
Yo no soy de ellos, ni tuya tampoco

Sé que me celas y yo te veo
Y tú me miras, yo me meneo (Ey)
Te pone' celoso si bailo con otro
Yo hago lo que quiero, yo solo me la gozo

Le hago rom-pom-pom, pom-pom-pom-pom (Mucho cuidao')
Tú quieres rom-pom-pom, pom-pom-pom-pom
Le hago rom-pom-pom, pom-pom-pom-pom (Mucho cuidao')
Tú quieres rom-pom-pom, pom-pom-pom-pom
...

",0.0,pop,2018
44,67,real friends,camila cabello,0,5vnpANH92iEajvGwE2oQ6r,0.701,0.512,0.0,-6.869,0.0,0.0969,0.235,5.07e-06,0.135,0.663,91.947,223583.0,4.0,"No, I think I'll stay in tonight
Skip the conversations and the ""oh, I'm fine""s
No, I'm no stranger to surprise
This paper town has let me down too many times
Why do I even try? Give me a reason why
I thought that I could trust you, nevermind
Why all the switching sides? Where do I draw the line?
I guess I'm too naive to read the signs

I'm just lookin' for some real friends
All they ever do is let me down
Every time I let somebody in
Then I find out what they're all about
I'm just lookin' for some real friends
Wonder where they're all hidin' out
I'm just lookin' for some real friends
Gotta get up out of this town, oh

...

",0.0,pop,2018
46,71,está rico,marc anthony,0,2wRkBumdItthjYP9XknImg,0.817,0.74,11.0,-4.566,0.0,0.283,0.266,0.0,0.0992,0.674,130.04,215151.0,4.0,"Marc Anthony
Bad Bunny baby-be-be-be, be-be-be
Will Smith
Haciendo historia
Haha, woo

Tú quieres algo y se te ve
Aquí hay ambiente, pa' ahora y pa' después
Ya tú probaste, la otra vez
Por eso sabes

Que esto está rico
Está rico
Está rico
Tú sabes que esto está rico

Está rico
Esto está rico
Tú sabes que esto está rico

Hola, yeah, it's the Prince
In an unmarked car with the tints
Marc Anthony with the new anthem
Yeah, I know, is a lil' intense

Ferragamo on the collar
We gon' mash a throttle in Miami harbor
Girl, you want me like a shadow
You make a move, make it matter

Hey now, well I guess we can play now
Blend my Philly way now
With your latina sway now
Sacude tu cadera (pull up)
Always taking pictures (wooh)
Laughing, blowing kisses
I think your delicious
...

",1.0,pop,2018
47,72,banana clip - spanish version,miguel,0,3sZB7cAJkbVkeWz1dMJ2Sy,0.398,0.66,1.0,-5.626,0.0,0.12,0.107,0.0,0.121,0.719,83.828,202373.0,4.0,"La pasión letal, no va a matarnos (look around you)
Puedo confiar, ya ves nos encontramos (so glad I found you)
Tú y yo, los dos tocando el cielo (we reach a crescendo)
El amor se encontró, es tan perfecto (it's that extendo oh)

Mataría por ti (sí por ti), sabes que eso es así
No importa donde quieras estar (claro que sí)
Pero es que te protegeré (por eso)

Y todo esto lo hago por ti, si me lo pides (ha)
Yeah, yo disparo (ha), es lo que quieres, ¿no? (hahahaha)
Y todo esto lo hago por ti, uh, si me lo pides (ha)
Hey, yo disparo (ha), I guess I'm trigger happy

Tú sabes que yo, que yo, que yo soy tu tipo
(Way down for you, yeah)
Este amor letal es infinito
(It's that extendo) Oh yeah
...

",0.0,pop,2018
50,76,blah,mariah,0,5KOWiETj1KBUUe1oMohuHX,0.723,0.687,11.0,-4.632,0.0,0.2,0.0255,0.000207,0.124,0.777,173.747,188440.0,4.0,"Para que lo sepas del primero
Me hubiera dado cuenta si tu fuera un caballero
No me impresionaras hablando de dinero
Como si el amor se comprara en un cajero
Yo siempre pago mi cuenta
Yo sola pago mi renta, solita
No necesito a nadie que me ponga al dia
Y mucho menos quiero de tu compañía
Tu eres mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Y nunca sale na
Con tu blah blah blah
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Y nunca sale na
Con tu blah blah blah
No me conoce y dice que me quiere
No me conoce y dice que me ama
Boy desde lejos sabes lo que quieres
...

",0.0,pop,2018
51,78,mi infinita,cuco,0,34jrXQENVMzhDQHmjOJpA1,0.465,0.675,10.0,-7.555,1.0,0.0485,0.902,0.267,0.11,0.129,119.941,272000.0,4.0,"De a blanco y negro a color
Las flores brillan con tu amor
Chiquita nena no hay temor
Si de tu lado estoy yo

¿Que importa lo que digan de mí?
Tienen la razón si dicen que estoy loco por ti
Si me encunetro mirando estrellas
Espero que en el momento estés tú allí
Cuando estrenan películas de amor
Contigo las escenas quiero revivir
Como la pintura de un artista
...

",1.0,pop,2018
52,79,coqueta,katzù oso,0,66ddt3E6KGEpRhJVchDnz3,0.632,0.652,4.0,-10.558,1.0,0.0302,0.571,0.85,0.194,0.594,115.031,174000.0,4.0,"Me gustas por coqueta y altanera
Me gusta tu mirada insinuante
Me gusta todo lo que llevas puesta
Y por tu bella forma de menearte

Me gusta ver cómo te vuela el pelo
Cuando vas caminando por la calle
Y tu aroma se queda por el viento
Dándome valor para acompañarte

Me gustas por coqueta y altanera
Me gustas por coqueta
Cuando guiñes los ojos
Haces que pierda la cabeza

Te gusta que te admire todita la gente
Te digan que eres linda y se te sube a la mente
Que tienes cara de ángel y figura divina
Y que de todo el barrio eres la más bonita
...

",0.0,pop,2018
53,80,sola,jessie reyez,0,3doK7YkkgMtfD6qoXCkTWh,0.575,0.184,9.0,-10.26,1.0,0.0636,0.93,0.0,0.096,0.188,83.616,210013.0,4.0,"Te conviene no decirme que me quieres
Prefiero que te alejes, prefiero que me dejes sola
Te conviene no andar firmando papeles
Ni subir los decibeles, cuando estoy cerca de ti

Yo no soy el tipo de mujer con quien tu mamá te quiere ver
Me hacen falta tantas cosas y me fallan tantas otras
Nunca te podría complacer

Ellas son fieles. ellas son santas
Ellas son buenas, perdonan calladas
No hacen escenas, no piden nada
...

",0.0,pop,2018
54,81,nuestro planeta (feat. reykon),kali uchis,0,12TOa8pzhbLTWh1vxIsPMp,0.871,0.55,0.0,-6.113,0.0,0.0613,0.0927,0.000742,0.0788,0.448,96.018,202755.0,4.0,"Teniendo de cerca
Se me daña la cabeza
Me acerco, todo me tiembla
Ahora tengo la certeza
Que no se me han quitado las ganas
Despertar contigo en las mañanas
Pero voy buscando tu mirada
Y tus ojos, baby, no me dicen nada

Hola ¿me recuerdas?
Era yo a la que tanto querías
Dame esta noche entera
Que seamos solo tu y yo (aquí en nuestro planeta, aquí en nuestro planeta)
Que seamos solo tu y yo (aquí en nuestro planeta, aquí en nuestro planeta)

Te veo diferente
Andando con otra gente
Amigos que no conozco
...

",0.0,pop,2018
55,82,hijo de su madre,omar apollo,0,2LGR3T1xZwuELcOi6DpMXY,0.829,0.606,5.0,-7.093,1.0,0.149,0.0646,0.391,0.281,0.732,118.051,178010.0,4.0,"You a hoe when it comes to real life
Hot tub, what that coffee feel like?
Nice rug I ain't talking real pipe
Cyclops on the twelve, come near, I
Dress up when I hang with rich kids
I guess I'm hanging with rich kids, hey
I just thought of some new shit
And we still watching bootleg

Say you wanna make scene?
Oh you wanna rock the beat?
Say you wanna make scene?
Oh you wanna rock the beat?

You ain't ever seen a brown boy like this
...

",1.0,pop,2018
56,84,dicen,matt hunter,0,4cfoVJxpHqUqTvBrG1RTyi,0.817,0.635,5.0,-5.719,0.0,0.138,0.137,7.85e-06,0.245,0.777,103.029,220827.0,4.0,"Quizás, después de ti yo termine siendo uno más
Que no te enamoras
Llegué yo a escuchar
Hay varias cosas que tenemos que intentar
Y quería aprovechar

Dame lo que quiero
Escuché que tu amor es pasajero
Pero me montaría en el vuelo
Y aunque sé que esto es temporal

Tú eres lo que quiero
Escuche que eres fría como el hielo
Un ángel que cayó del cielo
Que entró a la maldad

Dicen que tú eres mala
De ti nadie se salva
Envuelves con tu cuerpo
Todos te tienen ganas

Dicen que tú eres mala
De ti nadie se salva
Y como una modelo
Todos te tienen ganas

...

",0.0,pop,2018
59,88,havana - remix,camila cabello,0,3whrwq4DtvucphBPUogRuJ,0.751,0.579,2.0,-4.036,1.0,0.0321,0.398,2.2800000000000002e-05,0.133,0.349,105.031,199095.0,4.0,"Hey

Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh huh)
Havana, ooh na-na (uh)

Él vino a buscarme y ahí lo supe (uh)
Vi clara su actitud
Me dijo, ""son tantas las que yo tuve"" (uh)
Pero me faltas tú
No puedo soltarte, no seas tan cruel (hey)
Desde esa noche azul
Mi papá me dice que malo es él (uh)
¿Qué más puedo hacer?

Ooh-ooh-ooh, lo supe en un segundo
Él cambiaría mi mundo
Ya no puedo más
Ooh-ooh-ooh, ay y es que me duele mucho
Decir adiós, oh na-na-na-na-na

Havana, ooh na-na (ayy)
...

",0.0,pop,2017
61,91,como,kim viera,0,2sVQ3guXjN1KB3BiuZHaFD,0.544,0.848,9.0,-3.574,1.0,0.0658,0.00321,0.0,0.0561,0.657,92.061,234373.0,4.0,"Baby you got me excited
Striking me down like you can
Just like lightning
I love when our lips are fighting
And do it all over again, love so blinding

(Sube sube)

Don't wanna go go go go go nowhere
Wanna be all on you as long as you're here
Inside your arms, this is paradise
My future's in your eyes

Don't wanna go go go go go nowhere
My eyes roll back when you're pulling my hair
As long long long as you don't disappear
Don't be afraid, take me there

You wanna come ride my wave like the ocean
You wanna kiss on my skin like the sun
Show me, como
You wanna love me right now til forever
Just don't talk baby you gotta show
Show me, como

Yo te llevo rápido
De 0 a 100
Aquí no soy pálido
Se pasarla bien
Quiero recorrer tu piel
Poner el mundo a tus pies
Yo sé que tu corazón lo siente también
...",0.0,pop,2018
62,94,díganle - tainy remix,leslie grace,0,1l89iNLbzfFN9TsWJORolB,0.84,0.789,1.0,-4.695,0.0,0.0949,0.102,0.0,0.309,0.619,92.018,211438.0,4.0,"Díganle que su partida me ha dejado un mal sabor
Y yo, traté de llenar la ausencia que dejó
Acepto que no fui el mejor
Por huir como un cobarde, perdón
(Yo' Grace)
Y no lo he vuelto a ver, no sé a dónde fue
Díganle que jamás yo lo volví a llorar
Alguien por favor le cuente la verdad
Que ya tomé un remedio pa' mi corazón
Y no lo he vuelto a ver, no sé a dónde fue
Díganle que jamás lo he vuelto a lamentar
Alguien por favor le cuente la verdad
Que ya tomé un remedio pa' mi corazón
Díganle ahora
Que su amor está en coma
Que si está con alguien ya no hay vuelta atrás
Mejor estar sola
Ya habrá otra persona que me erice la piel
Y se lo va a perder
¡CNCO!
Voy a ignorar los comentarios de la gente
Hoy te prometo que puedo cambiar sólo por ti
Es imposible que te saque de mi mente
Mi único rito en esta vida es hacerte feliz
...

",0.0,pop,2018
63,95,sangria wine,pharrell williams,0,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1.0,-3.646,0.0,0.094,0.181,0.0,0.0572,0.69,132.109,202853.0,4.0,"Honey said she want somebody break her off proper (mhm)
Man, she so relentless so nothing can stop her (woo)
Never left the city (come on, man) but she swear she's a yardie (hey girl)
Because it's so awesome how she move her body (ow)

She do the sangria wine (woo), sangria wine (uh-huh)
Moving side to side (woo), front and behind (uh-huh)
Sangria wine (woo), sangria wine (uh-huh)
Sangria wine (woo), do the sangria wine (uh-huh)

Move it, I move it
Move my body like it is a pot
Tutti Frutti, is all that I got (hey)
Counter-clockwise, I'm mixin' it up (mixin' it up)
Sip it, sip it, I'll bet that you'll blush

Yo sé, yo sé, yo sé, yo sé que tú quieres mi cuerpo, eh
Y quieres controlar mi mente, eh
...

",0.0,pop,2018
64,101,"1, 2, 3 (feat. jason derulo & de la ghetto)",sofia reyes,0,4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1.0,-3.112,0.0,0.0589,0.165,0.0,0.0501,0.794,94.968,201526.0,4.0,"Sofía
Put your hands together
De la'

Oh baby, I'm thinking maybe
That you were always a piece of shh
You're rubbing your dirt on everyone's skirt
You know how to be a dr'

¿Dónde están tus modales?
Que no aprendiste ni a saludar
Parece que hoy me gustas un poco más

Hola, ¿Comment allez, allez-vous?
So nice to meet you
You say we should go and get a room
Hm, no

If you wanna' turn it on
Go get a lightbulb, después hablamos
If you wanna' turn it on
Go get a lighter, después bailamos

Oh, un dos tres, un dos tres
Si te doy un beso ya estás a mis pies
Dime un dos tres, un dos tres
La la la la la (La la la la la)

La la la la la, la la
La la la la la, la la la
...

",0.0,pop,2018
66,103,lo siento,super junior,0,2VVqxQhALecXvaArlZSVXr,0.746,0.738,9.0,-3.67,1.0,0.207,0.0705,0.0,0.043,0.63,94.808,226184.0,4.0,"아찔히 빛나는 당신은 Special somebody (Whoa na na na na eh)
빨간 카펫 위에 Perfect body (Whoa na na na eh)
천사의 미소로 온 걸 찬란히 빛나던 그 여신은 바로 너
내 감히 그대를 찬미하게만 해줘 Ooh Yeah

밤이 짙을 때 Kiss you one more time
우린 밤새 춤을 출거야 Oh Oh Oh
약속해 실망할 일 없을 거야 No No No
말이 필요 없잖아 We can take it slow

Lo siento, Lo siento 이제서야 너를 찾아냈어
Lo siento, Lo siento 내 눈만 봐
Don't push 이 밤 No rush 널 흐르는 대로 맡겨
지금 널 안고 Momento (머무를게)
Lo siento

지금 우릴 뒤흔든 Situation? (Whoa na na na na eh)
너란 유혹 뜨거운 Action(Whoa na na na na eh)
...

",0.0,pop,2018
69,109,better with you,michl,0,1FjHxl8B28sXj7eVfxdST4,0.784,0.437,5.0,-7.868,1.0,0.0509,0.265,6.979999999999999e-05,0.126,0.47,90.003,196018.0,4.0,"Dreaming in the daylight
'cause I know heaven is a world away
You were here sleeping on the floor
But this hell feels better with you
Working through the midnight
I know heaven is a world away
We're here sweatin' on the floor
But this hell feels better
Better with you
Better with you
Better with you
Better with you
This hell feels better with you
Better with you
...

",1.0,pop,2018
71,115,belong to u,fancy cars,0,6pG8mlZHcSt14eQCOQxA2N,0.631,0.771,1.0,-5.78,1.0,0.0517,0.628,3.65e-05,0.0946,0.466,100.931,202574.0,4.0,"I sold my soul to catch an angel, yeah
Now she's above me all the time
Oh, as I feel you getting warmer
Holdin' on, holdin' on

I never wonder if you want to, yeah
You make it clear it's possible, uh huh
And when the night is getting colder
My heart is getting stolen
You're the one, you're the one

And I know it's hard sometimes
We don't see eye to eye
But as years go by, I know I
I belong to U
You're not like other dimes
I'm not those other guys
No, we don't have to choose
I know I

I belong U
...

",0.0,pop,2017
72,119,crazy in love,beyoncé,0,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133.0,4.0,"Yes!
It's so crazy right now!
Most incredibly, it's ya girl, Bey,
It's ya boy, young.
You ready?

Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no

Yeah, history in the making,
Part two, It's so crazy right now

I look and stare so deep in your eyes,
I touch on you more and more every time,
When you leave I'm begging you not to go,
Call your name two or three times in a row,
Such a funny thing for me to try to explain,
How I'm feeling and my pride is the one to blame.
'Cuz I know I don't understand,
Just how your love can do what no one else can.

Got me looking so crazy right now, your love's
Got me looking so crazy right now (in love)
Got me looking so crazy right now, your touch
Got me looking so crazy right now (your touch)
Got me hoping you'll page me right now, your kiss
Got me hoping you'll save me right now
Looking so crazy your love's
Got me looking, got me looking so crazy in love.

Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no
Uh oh, uh oh, uh oh, oh no no

...

",0.0,pop,2003
73,123,michael jackson x mark ronson: diamonds are invincible,michael jackson,0,7jRs0CvNctNBNH1roANQdY,0.672,0.832,11.0,-2.388,0.0,0.342,0.342,0.000428,0.242,0.549,117.298,300027.0,4.0,"Don't stop baby
Oh my baby

Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

I said you want to be starting something
You got to be starting something
I said you want to be starting something
You got to be starting something

It's too high to get over (yeah, yeah)
You're too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)

It's too high to get over (yeah, yeah)
You're too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)

People always told me: be careful of what you do.
And don't go around breaking young girls' hearts
And mother always told me: Be careful of who you love
And be careful of what you do
'Cause the lie becomes the truth

Annie, are you ok?
So, Annie are you ok
Are you ok, Annie
Annie, are you ok?
So, Annie are you ok
Are you ok, Annie

Annie, are you ok?
So, Annie are you ok?
Are you ok, Annie?
Annie, are you ok?
So, Annie are you ok,
...

",0.0,pop,2018
74,129,love never felt so good,michael jackson,0,48td6xvpokdYwvbl3JIiXP,0.775,0.719,7.0,-6.212,0.0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,246027.0,4.0,"Ah, dance
Let me see you move, come on
Dance
(Come on) Let me see you move

Baby, love never felt so good
And I doubt if it ever could
Not like you hold me, hold me
Oh baby

Love never felt so fine
And I doubt if it's ever mine
Not like you hold me, hold me

And the night's gonna be just fine
Gotta fly, gotta sing, can't believe
I can't take it cause
Baby

Every time I love you
In and out my life
In and out baby
Tell me

If you really love me
It's in and out my life
In and out baby
So baby

Love never felt so good
Mm, baby
Love never felt so fine
And I doubt if it's ever mine

...

",0.0,pop,2014
75,132,drops of jupiter,train,0,2hKdd3qO7cWr2Jo0Bcs0MA,0.468,0.64,0.0,-5.862,1.0,0.0275,0.154,0.0,0.154,0.499,79.297,259933.0,4.0,"Now that she's back in the atmosphere
With drops of Jupiter in her hair
He-e-ey
She acts like summer and walks like rain
Reminds me that there's a time to change
He-e-ey

Since the return from her stay on the moon
She listens like spring and she talks like June
He-e-ey
He-e-ey

But tell me, did you sail across the sun?
Did you make it to the Milky Way to see the lights all faded
And that Heaven is overrated?

Tell me, did you fall for a shooting star?
One without a permanent scar and did you miss me
While you were looking for yourself out there?

Now that she's back from that soul vacation
Tracing her way through the constellation
...

",0.0,pop,2001
76,137,tik tok,kesha,0,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.714,120.028,199693.0,4.0,"Wake up in the morning
Feeling like P-Diddy (hey, what up, girl?)
Grab my glasses, I'm out the door
I'm gonna hit the city (let's go)

Before I leave brush my teeth
With a bottle of Jack
'Cause when I leave for the night
I ain't coming back

I'm talking pedicure on our toes, toes
Trying on all our clothes, clothes
Boys blowing up our phones, phones
Drop-topping, playing our favorite CD's
Rollin' up to the parties
Trying to get a little bit tipsy

Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'm-a fight
Till we see the sunlight
Tick-tock on the clock
But the party don't stop, no

Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'm-a fight
'Til we see the sunlight
Tick-tock on the clock
But the party don't stop, no

Ain't got a care in world
...

",1.0,pop,2010
77,138,look at me now,chris brown,0,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587.0,4.0,"I don't see how you can hate from outside of the club
You can't even get in
Ha ha ha, Leggo
Yellow model chick
Yellow bottle sipping
Yellow Lamborghini
Yellow top missing
Yeah, yeah
That shit look like a toupee
I get what you get in ten years, in two days
Ladies love me, I'm on my Cool J
If you get what I get, what would you say?
She wax it all off, Mister Miyagi
And them suicide doors, Hari Kari
Look at me now, look at me now
Oh, I'm getting paper
Look at me now
Oh, look at me now
Yeah, fresher than a motherfucker
Lil nigga bigger than gorilla
'Cause I'm killing every nigga that try to be on my shit
Better cuff your chick if I want her, I can get her
And she accidentally slip and fall on my dick
Oops I said on my dick
I ain't really mean to say on my dick
But since we talking about my dick
All of you haters say hi to it
I'm done
Ayo Breezy
Let me show you how to keep the dice rolling
When your doing that thing over there homie
Let's go!
'Cause I feel like I'm running
And I'm feeling like I gotta get away, get away, get away
Better know that I don't and I won't ever stop
...

",1.0,pop,2011
78,161,oops!...i did it again,britney spears,0,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160.0,4.0,"Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

I think I did it again
I made you believe we're more than just friends
Oh, baby, it might seem like a crush
But it doesn't mean that I'm serious

'Cause to lose all my senses
That is just so typically me

Oh baby, baby
Oops, I did it again
I played with your heart
Got lost in the game

Oh, baby baby
Oops, you think I'm in love
That I'm sent from above
I'm not that innocent

You see, my problem is this
I'm dreaming away, wishing that heroes, they truly exist
I cry watching the days
...

",0.0,pop,2000
79,165,"one, two step",ciara,0,7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5.0,-10.96,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787.0,4.0,"Ladies and gentleman (Ladies and gentleman)
(Ooh wee) This is a Jazze Phizal Productshizzle
Missy (Missy)
The princess is here (She's here)
Ciara!

This beat is
Automatic, supersonic, hypnotic, funky fresh
Work my body, so melodic, this beat flows right through my chest
Everybody, ma and papy, came to party, grab somebody
Work your body, work your body, let me see you 1, 2 step (Here we go)

Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see ya, 1, 2 step
I love it when ya, 1, 2 step
Everybody, 1, 2 step
We about to get it on (This beat is)

Outrageous, so contagious, make you crave it,
Jazze made it
So retarded, top charted, ever since the day I started
Strut my stuff and yes I flaunt it
Goodies make the boys jump on it
No I can't control myself
...",0.0,pop,2004
80,181,dirrty (feat. redman),christina aguilera,0,59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2.0,-3.073,1.0,0.322,0.107,0.0,0.339,0.436,99.931,298853.0,4.0,"Uh, dirrty (dirrty)
Filthy (filthy...)
Nasty
Christina, you nasty (yeah)
Too dirrty to clean my act up
If you ain't dirrty
You ain't here to party (woo!)

Ladies (move)
Gentlemen (move)
Somebody ring the alarm
A fire on the roof

Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)
Ring the alarm (and I'm throwin' elbows)

Where my dawgs at?
(Uh, let me loose)

Oh, I'm overdue
Give me some room
I'm coming through
Paid my dues
In the mood
Me and my girls gonna shake the room

DJ's spinning (show your hands)
Let's get dirrty (that's my jam)
I need that, uh, to get me off
Sweat until my clothes come off

It's explosive, speakers are thumping
Still jumping, six in the morning
Table dancing, glasses are crashing
No question, time for some action

Temperature's up (can you feel it)
About to erupt
Gonna get my girls
Get your boys
Gonna make some noise

Gonna get rowdy
Gonna get a little unruly
Get it fired up in a hurry
Wanna get dirrty
It's about time that I came to start the party

Sweat dripping over my body
Dancing, gettin' just a little naughty
...

",1.0,pop,2002
81,189,the anthem,good charlotte,0,0BRHnOFm6sjxN1i9LJrUDu,0.494,0.939,1.0,-3.127,1.0,0.126,0.00666,0.0,0.139,0.893,177.751,175093.0,4.0,"It's a new day but it all feels old
It's a good life, that's what I'm told
But everything it all just feels the same
And my high school, it felt more to me
Like a jail cell, a penitentiary
My time spent there it only made me see

That I don't ever wanna be like you
I don't wanna do the things you do
I'm never gonna hear the words you say

And I don't ever wanna
I don't ever wanna be you
Don't wanna be just like you
What I'm saying is this is the anthem
Throw all your hands up, you
Don't wanna be you

...

",0.0,pop,2002
82,193,over you,daughtry,0,7mXmxXLAnsvXKt4Q37KoMI,0.423,0.922,3.0,-2.602,1.0,0.0411,0.017,0.0,0.102,0.567,156.063,204853.0,4.0,"Now that it's all said and done
I can't believe you were the one
To build me up and tear me down
Like an old abandoned house
And what you said when you left
Just left me cold and out of breath
I fell too far, was in way too deep
Guess I let you get the best of me

Well, I never saw it coming
I should've started running
a long long time ago
And I never thought to doubt you, I'm better off without you
More than you, more than you know
I'm slowly getting closure, I guess it's really over
I'm finally getting better
And now I'm picking up the pieces and spending all of these years
Putting my heart back together 'cause
the day I thought I'd never get through
I got over you
...

",0.0,pop,2006
83,197,vivir mi vida,marc anthony,0,3QHMxEOAGD51PDlbFPHLyJ,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.017,252347.0,4.0,,0.0,pop,2013
