,ID,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,lyrics,explicit,Genre,Year
3799,8529,you said you'd grow old with me,michael schulte,0,41WTP0gosjYD74B06uS2tL,0.531,0.347,0.0,-7.044,1.0,0.0345,0.905,0.0,0.0935,0.289,114.441,224743.0,4.0,"I'd like to say ""I'm okay"", but I'm not
I try, but I fall, close my mind, turn it off
But I can't be sober, I cannot sleep
You've got your peace now, but what about me?

Thought we had the time, had our lives
Now you'll never get older, older
Didn't say goodbye, now I'm frozen in time
Getting colder, colder

One last word
One last moment
To ask you why
You left me here behind
...

",0.0,pop,2012
3800,8530,shake it out,florence + the machine,0,4lY95OMGb9WxP6IYut64ir,0.527,0.804,10.0,-4.168,1.0,0.0358,0.0104,0.0,0.105,0.221,107.486,277720.0,4.0,"Florence the Machine-Shake It Out
Regrets collect like old friends
here to relive your darkest moments
I can see no way, I can see no way.
Then every demon wants his pound of flesh
but I like to keep some things to myself
I like to keep my issues drawn
Its always darkest before the dawn.
And Ive been a fool and Ive been blind
I can never leave the past behind
I can see no way, I can see no way
Im always dragging that horse around
All of these questions, such a mournful sound
Tonight Im gonna bury that horse in the ground
Cause I like to keep my issues drawn
Its always darkest before the dawn.
...

",1.0,pop,2011
3801,8531,naked,james arthur,0,7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6.0,-6.781,1.0,0.0574,0.104,0.0,0.0631,0.238,101.966,234107.0,4.0,"Hey, you there
Can we take it to the next level
Baby, do you dare?
Don't, be scared
'Cause if you can say the words
I don't know why I should care

'Cause here I am
I'm giving all I can
But all you ever do is mess it up
Yeah, I'm right here
I'm trying to make it clear
That getting half of you, just ain't enough

I'm not going to wait until you're done
Pretending you don't need anyone
I'm standing here naked
(Naked, naked)
I'm standing here naked
(Naked, naked)
I'm not going to try 'til you decide
You're ready to swallow all your pride
I'm standing here naked
(Naked, naked)
...

",0.0,pop,2017
3804,8536,take me home,jess glynne,0,5SIe3gy33G2i0oMexandjR,0.558,0.451,9.0,-6.163,1.0,0.0388,0.292,0.0,0.101,0.238,150.008,265382.0,4.0,"Wrapped up, so consumed by all this hurt
If you ask me, don't know where to start
Anger, love, confusion, roads that go nowhere
I know there's somewhere better 'cause you always take me there

Came to you with a broken faith
Gave me more than a hand to hold
Caught before I hit the ground
Tell me I'm safe, you've got me now

Would you take the wheel
If I lose control?
If I'm lying here
Will you take me home?

Could you take care
Of a broken soul?
Will you hold me now?
Will you take me home?

Will you take me home?
Will you take me home?
Will you take me home?
Will you take me home?

Hold the gun to my head
Count one, two, three
If it helps me walk away then it's
What I need

...

",0.0,pop,2015
3807,8544,imported (feat. jrm),jessie reyez,0,1UJIbF3hwnOd1ZMBUEdEKY,0.786,0.582,2.0,-4.43,1.0,0.0508,0.481,0.0,0.11,0.542,111.057,246320.0,4.0,"Hi, my name is Doesn't Matter
I like making bad decisions
Let's wake up like nothing happened
If we do it, say we didn't
If your friends ask if you hit it
You can tell 'em, I'll admit it
I wear that shit like a badge
'Cause I know that I got that kitty

You, you're in love with somebody else
Maybe I could offer some help
Get over them by getting under me
But you might OD if you get too much of me
OD if you get too much of me
OD if you get too much of me, yuh

Hi, my name is not important
I'm not from here, I'm imported
I drink liquor like it's water
Hope my liver can afford it
I've been lying here with you
I've been lying here
I'll be lying here
I'm under the covers

...

",1.0,pop,2018
3809,8546,build,justine skye,0,0G3qCSe4KcWFc0EKlXCEo8,0.718,0.516,11.0,-4.953,0.0,0.147,0.0209,3.35e-06,0.283,0.337,73.739,247333.0,4.0,"If I could build a nigga
Like, really build a nigga
He'd probably look a little bit better than you
And be a couple inches bigger
If I could build a man
Like, really build a man
He'd be smart enough to read my mind
When I'm hard to understand

I could wish you would change
But that won't shake the pain
That's living in my heart
All these boys be the same
They act they shoe size, not they age
Glad you showed me who you are

If I could build a nigga
Like, really build a nigga
He'd probably make a little more than me
Maybe six or seven figures
But since I can't build a man
I'ma work on who I am
Spending all my time on me
Instead of living in make believe
...

",1.0,pop,2018
3814,8552,put you on,amber mark,0,59nJ265OcQ7Rrms09xk8LO,0.678,0.827,11.0,-4.49,1.0,0.0861,0.212,0.0,0.104,0.764,92.003,224554.0,4.0,"I ain't seen you in a while
Damn girl, it's been a long time
I ain't seen you in a while
But you're looking real good, I'm digging your style
I ain't seen you in a while
Damn girl, it's been a long time
I ain't seen you in a while
But you're looking real good, I'm digging your style

Soon as the jet touched down
Knew I had to see what's up
Been a while since I been back round
And you're all on my mind, showing love
So meet me at 1:13
Shit, you might not recognise me
Dripping in these diamonds
And wrapped all in this Gucci

I know we don't speak
But you're still on my feed
Every time that you post
And I'm liking what I see
It's been a while but I'm still like before
...",1.0,pop,2018
3816,8554,one night only,mahalia,0,37ZLnF6SYHTrWJbzvUlQJv,0.674,0.652,6.0,-3.761,0.0,0.0404,0.183,0.0,0.235,0.539,133.113,221989.0,4.0,"Funny, huh
Last night I'm sure you said I loved me
Woke up to unexpected space in my bed, man
You in my head, well
I don't know what time you left
But I find it kind of rude that you can't even call
I wish I done knew that before I let you have it all
Oh, funny, mmh
Now I know it was your plan all along
To leave before my alarm

But see
You were lucky to be
With somebody like me
Baby I'm a queen, yeah yeah
Oh, oh hell no
You just set the tone
You must have not known
That I'm not no
One night only, well
No I'm not, no I'm not no
One night only (Ooh)

Funny
You was the first one to say trust me
Whisper your thoughts, whether you scream them instead
Like the thoughts in my head
When I wake up in love, leave my heart in your bed
It was so scary
Wonderful queen, might just get married
Well I'll be back, no, please don't worry
...

",1.0,pop,2018
3820,8560,stolen moments,cautious clay,0,3z2yfA8yko5CE5QObwvSgG,0.434,0.211,10.0,-9.371,1.0,0.0506,0.829,0.0,0.104,0.202,170.597,137638.0,4.0,"I don't wanna listen too closely
To a single word you told me
Every time that you approach me, I feel lost
I don't really know the cost to be
I just really wanna watch movies
I don't wanna tell you that I love you

Cause I think that loneliness would serve us well
It's all real enough to know that you won't understand me

...

",0.0,pop,2018
3821,8562,boo'd up (with nicki minaj & quavo) - remix,ella mai,0,1kcEx8qhKKHjHkM4bj5s8F,0.652,0.877,10.0,-3.584,0.0,0.155,0.294,0.0,0.0959,0.415,81.986,217482.0,4.0,"Ayo, this the remix
Ella Mai, Quavocito, Chun-Li

Ayo, lemme tell you why you so special
Hood nigga bang the .45 special
Fuckin' wit' him but we never tell the press, though
Dick game on Alakazam, presto
Still a Playboy bunny on Hef, though
So we gotta get the dollar like Creflo
He said that he want respect
I said, ""That's dope""
But that goes both ways like DeJ Loaf, uh
Left them other bitches with the stupid face
He said he tryna steal my heart, he got the booster face
I give him time that them other niggas used to waste
He got that, he got that, he got that super bass

Feelings, so deep in my feelings
No, this ain't really like me
Can't control my anxiety
Feeling, like I'm touching the ceiling
When I'm with you I can't breathe
...",1.0,pop,2018
3823,8564,inside feat. trey songz,jacquees,0,1yIEiamPoVQGpFsYaImNFY,0.71,0.578,11.0,-5.84,0.0,0.0604,0.0163,0.0,0.246,0.512,125.969,248467.0,4.0,"No, no, no
Aw, yeah, no

Keep yo legs up
Keep yo legs up
Keep yo legs up
Girl, keep yo legs up
I keep you wetter
I keep you wetter
I know you fed up, I do it better
Let a nigga inside, let a nigga inside tonight
Let a nigga inside, let a nigga inside tonight

Let me massage the pussy, we gon' ménage the pussy
I'ma reward the pussy, I'ma reward the pussy
Let me remind the pussy, I'ma remind the pussy
Don't hide, divide the pussy, I multiply the pussy
When you call up my phone like you war ready
I'm already strapped up, girl you already know
When your legs need to go, I ain't gon' tell you no more

Up in the air, right there is where I need you
Don't be scared, I'ma take you there
Shawty, I believe in you
...

",1.0,pop,2018
3827,8593,nont for sale,sudan archives,0,4jdbP4Ue4QtGy5A40ri5F8,0.757,0.502,11.0,-7.522,0.0,0.0909,0.0906,4.16e-06,0.126,0.399,139.998,219690.0,4.0,"You only call me
When you need something
I need to be free
Time to spread my wings

I don't like bitches
All that nonsense got get back with ya
Don't got time for snitches
You're pulling me down but you was my sister

My strings, propagate through space and time
Here and there at the same time
Handing mitches and basic rhyme
Yo ain't gotta be mad
Look deeper, go higher when you climb
But stay outta my path
Stay outta my flight path

Never feelin' lonely only gliding, flying
Always feeling' constantly reminded
Time is running out don't waste your luck
...

",1.0,pop,2018
3828,8602,edition,rex orange county,0,1wz7B02oOtrTW6SNLG0cSk,0.86,0.332,1.0,-10.263,1.0,0.22,0.807,0.0,0.106,0.26,140.949,115000.0,4.0,"Baby you braved it
I understand you had a bad day and shit
So I say something dumb as fuck
And luckily it gives you a facelift
But really I couldn't take it
Especially when the volume is raising
She came in the room

Chicane in the road
...

",1.0,pop,2017
3830,8616,french riviera,cautious clay,0,6S2cd8weQrODud9dhXnJok,0.684,0.604,8.0,-6.41,1.0,0.0387,0.0237,0.0473,0.121,0.855,150.023,230400.0,4.0,"I wanna be a cult classic
Black boys wrapped in plastic
Yeah stuntin is a habit
Whatever you want you can have it
I always give a lot of lee-way
Don't mistake for a pre-pay
Don't wanna listen to your hearsay
We hit the beach up like it's D-day
We stay solving all your problems
But last I checked you were the one with the plug

But I'm glad we met
Hears a participation medal
Straight from Geppetto
(With your fake ass)

So you wanna be bad
...

",1.0,pop,2018
3831,8623,lost my mind,elley duhé,0,6ltzTNEQ3pMDVoRcEby4oV,0.811,0.523,11.0,-6.31,0.0,0.116,0.157,4.9000000000000005e-06,0.112,0.459,103.044,144360.0,4.0,"A pain seeking, strange feelings takin' over me
Please don't judge me, I am acting, acting differently
And you know me, you know, know what's inside

Please always love me even though
I lo-, I lo-, I lost my mi-ind

Wake up, survive
I will get better, yeah, one day at a time
Something ain't ri-ight, I lost my mi-ind
But I could get better, one day at a time

I'm afraid I'll fail ya, but
Damn I always try
Even if I lose some days, I'll never lose my fight
...

",1.0,pop,2018
3835,8642,i don't wanna waste my time,joji,0,72Qo3U5apeuv91j9BEqJBM,0.287,0.234,4.0,-17.86,1.0,0.0672,0.765,0.0636,0.123,0.121,74.454,164430.0,4.0,"I don't wanna waste my time if I can't be by your side
You really shouldn't think about God if she can't see where you hide
We don't gotta talk about nothing nice if you wanna come down
But she don't gotta know 'bout nothing
But she don't gotta know...

And if the stars collide, will she relieve my soul?
...

",0.0,pop,2018
3839,8666,mulita,leikeli47,0,3aKAlm9ouGVJhjqRjWVQwj,0.873,0.562,11.0,-6.252,0.0,0.267,0.0306,0.000676,0.127,0.681,108.653,195000.0,4.0,"I beat my drum to a different tune
Born on the night of the cherry moon
I flap my wings causing a monsoon
Then watch my rain fall down on you
The shit bigger than Nino Brown
Might wanna ask someone how I get down
First class flight and I'm VA bound
It's a Hood celebration when I touch down

Come again
Rude gyal say mi nuh beg no fren
Ten diamonds
Full pave in my Big Ben

Hoped in my truck sometime 'round noon
Turned up the Velvet Rope as I zoom zoom zoom
Clean up / Clean up on isle two
Watch your step cause all this juice is on the loose

Bitch move
I'm on the loose
Bitch move
Ok?
I'm on the loose
Bitch move
...

",1.0,pop,2018
3844,8770,piensa,kudai,0,6Gb8kX4zgwxNjPq80Jxic2,0.543,0.61,5.0,-7.988,0.0,0.029,0.143,0.0,0.0927,0.291,114.702,197770.0,3.0,"Piensa
Que cuando tú te alejas
Yo no pierdo ni un momento
Piensa
Que escapo de la soledad

Sabes
Que no quiero cerrar la puerta y arrojar la llave
Sabes
Que siempre puedes regresar

Y todo el tiempo

Siento peligro si no estás
Conmigo
Ya no sé qué puedes pasar
Contigo
Siento que nada tiene ya
Sentido
Entre mil sombras sigo aquí
Perdiéndome por ti

Piensa
Que el tiempo que me das en libertad es todo mío
...

",0.0,pop,2018
3845,8771,intuición,javiera mena,0,0NiI7OybxWYrAtTTzKx9Yl,0.696,0.76,1.0,-5.013,0.0,0.042,0.00923,0.000174,0.456,0.556,113.008,234027.0,4.0,"He andado bailando
Recorriendo la ciudad
En diferentes pistas
Viviendo entre fantasías

Y en un solo momento
La música se apagó
Y donde subí
Tan alto me caí

Intuición
Intuición

Oiga usted que si domina
El arte de la intuición
Le vine a preguntar
¿Cómo seguir en el camino de las trampas?

...

",0.0,pop,2018
3850,8782,más de la mitad,cami,0,6K58QzAlX780MS0nv1kvT9,0.541,0.572,7.0,-7.295,1.0,0.0333,0.717,8.14e-05,0.0982,0.125,97.989,248373.0,4.0,"Cae la lluvia cae y no perdona
Te imagino ahora, solo como yo
Me duele tu sonrisa en esa foto
De todas las que he roto, una se salvó

Y no, no puedo aceptar
Dímelo tres veces
Que las primeras dos no fueron suficientes
Tal vez, me debo acostumbrar
A hablar con el silencio, la oscuridad

Nada, nada, nada
Sin nada más me quedo yo
Nada, nada

Todo acaba y todo se acabó
Nada queda y tu me dejas nada
Más de la mitad del corazón, se muere de amor
Se muere de amor
...

",0.0,pop,2018
3864,8804,a donde va el amor,fran sfeir,0,2cxeTXWIxZDBEAGgKztgdD,0.586,0.663,6.0,-4.085,0.0,0.0284,0.202,0.0,0.193,0.495,138.035,200868.0,4.0,"Tengo que decirte cosas de esas que yo se van a doler bastante
Tengo que apagar la luz para mirar la luna y encontrar respuestas
Tengo que cerrar los ojos y sentir mi respirar
o darle tiempo al tiempo
o tengo que dejar de amarte para que asi porfin te enteres que te amo
Adonde va el amor cuando se va, cuando se esconde
y adonde, dime donde, voy a ocultarme yo cuando no sientas eso
Eso que se llama amor, que te da por momentos, como un soplito de viento
...

",0.0,pop,2015
3865,8806,aquí me tienes,consuelo schuster,0,4wC6o4iy401uXZ1wENz2GH,0.594,0.475,9.0,-6.18,1.0,0.0297,0.45,1.07e-06,0.103,0.249,75.928,230707.0,4.0,"Auque no seas el tipo mas romantico,
Aunque odio que seas tan hermetico
Y unque sepa en el fondo de mi alma
Que yo tengo los mismo defectos
Aunque tengas mal gusto en los regalos
Aunque seas mas de gato y yo de perro
Y aunque se que tu diras lo contrario
Te derrites con solo un te quiero
...

",0.0,pop,2016
3867,8810,estrellas,vesta lugg,0,1e9cHRbqrCJzYssOjfc8Fa,0.629,0.499,1.0,-8.512,1.0,0.0277,0.448,0.0,0.101,0.181,97.01,209134.0,4.0,"Solo recuerdo la luna llena y el mar, tu mirada.
¿qué pasó con el ""te voy a esperar""?, yo confiaba
nunca me he enamorado de nadie
contigo no fue inalcanzable
¿por qué me miras? si ya sabes que te vas, una vez más...

quiero verte feliz pero no puedo evitar hechar de menos
...

",0.0,pop,2016
3878,8831,tormenta solar,fakuta,0,37FyEViuTPs976deU0t4Ox,0.716,0.815,0.0,-5.883,0.0,0.0298,0.00209,0.00107,0.102,0.702,117.001,226280.0,4.0,"Algo se sale de la piel
Siento el cuerpo y va crecer
Lo que hay dentro es más violento quizás pero quiere escapar
Por mucho tiempo lo guarde
Ahora es viernes y no se
Puede que el viento avive el fuego otra vez y volvamos
Y volvamos a ceder, a ceder
...

",0.0,pop,2014
3882,8885,in the name of love,martin garrix,0,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,195707.0,4.0,"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of...

In the name, name
In the name, name

...

",0.0,pop,2016
3883,8888,i took a pill in ibiza - seeb remix,mike posner,0,1MtUq6Wp1eQ8PC6BbPCj8P,0.663,0.713,7.0,-6.647,0.0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933.0,4.0,"I took a pill in Ibiza
To show Avicii I was cool
And when I finally got sober, felt ten years older
But fuck it, it was something to do

I'm living out in LA
I drive a sports car just to prove
I'm a real big baller 'cause I made a million dollars
And I spend it on girls and shoes

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone

You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing

All I know are sad songs, sad songs
Darling, all I know are sad songs, sad songs
...

",1.0,pop,2016
3884,8889,stay (with alessia cara),zedd,0,0vhyWEEpOwmBtYWm0D44oN,0.689,0.582,5.0,-5.785,0.0,0.0675,0.271,0.0,0.112,0.555,102.05,210880.0,4.0,"Waiting for the time to pass you by
Hope the winds of change will change your mind
I could give a thousand reasons why
And I know you, and you've got to

Make it on your own, but we don't have to grow up
We can stay forever young
Living on my sofa, drinking rum and cola
Underneath the rising sun

I could give a thousand reasons why
But you're going, and you know that

All you have to do is stay a minute
Just take your time
The clock is ticking, so stay
All you have to do is wait a second
Your hands on mine
The clock is ticking, so stay

...

",0.0,pop,2018
3885,8900,swalla (feat. nicki minaj & ty dolla $ign),jason derulo,0,6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1.0,-3.862,1.0,0.109,0.075,0.0,0.187,0.782,98.064,216409.0,4.0,"Drank
Young Money
Love in a thousand different flavors
I wish that I could taste them all tonight
No, I ain't got no dinner plans
So you should bring all your friends
I swear that to all y'all my type

All you girls in here, if you're feeling thirsty
Come on take a sip 'cause you know what I'm servin', ooh

Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Freaky, freaky gyal
My freaky, freaky gyal

Shimmy shimmy shimmy yay, shimmy yah
Bad girls gon' swalla-la-la
Bust down on my wrist in this bitch
My pinky-ring bigger than his
Met her out in Beverly Hills, ay
Dolla got too many girls, ay
...

",1.0,pop,2017
3886,8903,it ain’t me (with selena gomez),kygo,0,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0,4.0,"I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

It ain't me
...

",0.0,pop,2017
3887,8908,more than you know,axwell /\ ingrosso,0,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5.0,-4.973,0.0,0.034,0.0275,0.0,0.312,0.571,123.077,203000.0,4.0,"I just need to get it off my chest
Yeah, more than you know
Yeah, more than you know
You should know that, baby, you're the best
Yeah, more than you know
Yeah, more than you know

I saw it coming, from miles away
I better speak up if I got something to say
'Cause it ain't over, until she sings

You had your reasons, you had a few
But you knew that I would go
Anywhere for you
'Cause it ain't over, until she sings

I just need to get it off my chest
Yeah, more than you know
Yeah, more than you know
You should know that, baby, you're the best
Yeah, more than you know
...

",0.0,pop,2017
3888,8910,no promises (feat. demi lovato),cheat codes,0,5lNuqFVMca4vPupY10cH0J,0.739,0.619,10.0,-6.669,1.0,0.162,0.0572,0.0,0.105,0.58,112.961,222787.0,4.0,"Cutting me up like a knife
And I feel it, deep in my bones
Kicking a habit I love
Even harder, you oughta know

I just wanna dive in the water with you
Baby, we can't see the bottom
It's so easy to fall for each other
I'm just hoping we catch one another

Oh, na-na, just be careful, na-na
Love ain't simple, na-na
Promise me no promises

Oh, na-na, just be careful, na-na
Love ain't simple, na-na
Promise me no promises

...

",0.0,pop,2017
3889,8911,cake by the ocean,dnce,0,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4.0,-5.445,0.0,0.0517,0.153,0.0,0.0371,0.896,119.002,219147.0,4.0,"Oh, no
See you walking round like it's a funeral
Not so serious, girl; why those feet cold?
We just getting started; don't you tiptoe, tiptoe, ah

Waste time with a masterpiece, don't waste time with a masterpiece
You should be rolling with me, you should be rolling with me, ah
You're a real-life fantasy, you're a real-life fantasy

But you're moving so carefully; let's start living dangerously
Talk to me, baby
I'm going blind from this sweet sweet craving, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean

Walk for me, baby
I'll be Diddy, you be Naomi - whoa oh

Let's lose our minds and go fucking crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean
...

",1.0,pop,2016
3890,8912,there for you,martin garrix,0,6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6.0,-7.607,0.0,0.0553,0.124,0.0,0.124,0.13,105.969,221904.0,4.0,"I woke up pissed off today
And lately, everyone feels fake
Somewhere I lost a piece of me
Smoking cigarettes on balconies

But I can't do this alone
Sometimes I just need a light
If I call you on the phone
Need you on the other side

So when your tears roll down your pillow like a river
I'll be there for you, I'll be there for you
When you're screaming, but they only hear you whisper
I'll be loud for you
But you gotta be there for me too

(Gotta be there for me too)
(Gotta be there for me too)
(Gotta be there for me too)

But you gotta be there for me too

Last year took a toll on me
...

",1.0,pop,2017
3893,8921,runnin’,blood orange,0,7eCJ3bONwNeNDViF383s1E,0.626,0.414,11.0,-10.631,0.0,0.109,0.412,0.00137,0.147,0.388,179.992,235489.0,4.0,"Ay

Demons on my neck, neck
Summer will take a toll
Diamonds in my eye shined bright on my soul
Girls awful wet slip, fall, break the pain
And the same anxiety's coming up again
I've been losing out on something
So I'm told by my friends

Runnin' in circles
Looking for something to hold on
Faded in circles
Knowing there's nowhere to go

And it's harder to be on your own (so hard)
And it's hard when the night owns your soul
And it's harder to think on your own
You're runnin' on my mind
...

",0.0,pop,2018
3905,8949,closure,vancouver sleep clinic,0,0jBU9PMcOpikb0kUtDQiJm,0.496,0.444,9.0,-8.152,0.0,0.0391,0.287,1e-05,0.168,0.154,137.774,163724.0,4.0,"I might lose my mind in a place like this
I might take that risk
I might brave the fire til the feeling hits
Until we both get lit

I'ma take a dive, we could sink or swim
I'ma take a shot, we could make or miss
There's no going back once we've gone all in

I don't wanna be over you
If I can make you mine
I don't wanna take closure now
If I can fix tonight
I don't know if we can work this out, but I've got to try
I don't wanna be over you
If I can make it right
...

",0.0,pop,2018
3906,8954,come thru,phora,0,1BSMGMoPK6UnK6hfY4gMMp,0.555,0.425,1.0,-10.863,1.0,0.307,0.0234,0.0,0.113,0.179,127.759,165936.0,4.0,"Yeah, baby girl, come thru
I'm tryna see what's up with you
You can be the one, don't mind being stuck with you
You can fly away, just might fall in love with you
Just might fall in love with you
Baby girl, come thru
I'm tryna see what's up with you
You can be the one, don't mind being stuck with you
You can fly away, just might fall in love with you
Just might fall in love with you

Yeah, I never met a girl like you
Ain't nobody in this world like you
I ain't never seen nobody else shine like diamond or a pearl like you (uh)
I just wanna love you down (aye)
I just wanna make you smile (yeah)
I just wanna make you laugh
Wanna make you cum
...

",1.0,pop,2018
3912,8977,eastside (with halsey & khalid) - acoustic,benny blanco,0,5iQ0Va8Dt5Yky4TXuqO5TF,0.689,0.491,9.0,-6.042,1.0,0.0317,0.711,0.0,0.172,0.868,90.011,173005.0,4.0,"Uh
Yeah, yeah

When I was young, I fell in love
We used to hold hands, man, that was enough (yeah)
Then we grew up, started to touch
Used to kiss underneath the light on the back of the bus (yeah)
Oh no, your daddy didn't like me much
And he didn't believe me when I said you were the one
Oh, every day she found a way out of the window to sneak out late

She used to meet me on the Eastside
In the city where the sun don't set
And every day you know that we ride
Through the backstreets in a blue Corvette
Baby, you know I just wanna leave tonight
We can go anywhere we want
Drive down to the coast, jump in the seat
Just take my hand and come with me, yeah

We can do anything if we put our minds to it
Take your whole life then you put a line through it
...

",0.0,pop,2018
3913,8978,t-shirts - acoustic,james smith,0,27hauwRp0G2YflSJfkmD3o,0.378,0.254,7.0,-9.021,1.0,0.0353,0.844,0.0,0.111,0.373,78.978,195481.0,4.0,"Maybe I can sail and stay afloat
Maybe I can dive but I won't,
Cause I can't face the tide alone
Sitting on the edge of windows
Where we used to talk and you'd smoke,
But now I'm up here on my own

Boxes full of years in empty rooms
The hardest thing is letting go of you
So you can,
Keep my t-shirts
For what it's worth
They look better on you anyway
These old photos
...

",0.0,pop,2018
3914,8979,all i am - acoustic,jess glynne,0,5KTs9czAIYinQrBuLRKYj9,0.698,0.349,0.0,-7.579,1.0,0.0351,0.834,0.0,0.0804,0.446,121.898,224693.0,4.0,"Ooh...

Every butterfly I get belongs to you
You don't believe me but it's true
Sure, the freckles on my arm spell out your name
Real feelings coming through
'Cause all I know and all I am is you, ooh...
Yeah, all I know and all I am is you, ooh...

I'm breaking my silence
'Cause I've had a few
I just can't deny it
That all I know and all I am is you

Every time I think I'm falling
I know you're falling too
There's no doubt you're all in (oh oh oh oh)
If you ever think you're falling
You know I'll catch you too, oh, oh
'Cause all I am is you

Ooh...
...

",0.0,pop,2018
3915,8981,best i'll ever sing,maisie peters,0,37a0RMpwwQjgIkLoEePwXa,0.34,0.288,4.0,-7.937,1.0,0.0321,0.531,0.0,0.134,0.322,89.033,199142.0,4.0,"Maybe I'm better off
A little taller now you're gone
Writing words and they don't sting
But they don't mean half as much without you listening to

Crying at the piano
You're like stood in the shadows
When I'd try to soften my words

Maybe we brought out the worst in each other
A million full stops on our skin
But baby the songs that I wrote as your other
Are the best I'll ever sing

'Cause they all go ooh-ooh-ooh-ooh-ooh
Like there was a choir in every line back then
'Cause they all go ooh-ooh-ooh-ooh-ooh
...

",0.0,pop,2018
3916,8983,still new york,max,0,4txpZk7WSjV1dsZAw5WYcT,0.662,0.677,1.0,-6.371,0.0,0.0406,0.23,0.0,0.369,0.347,99.017,224914.0,4.0,"Ooh-oh
Yeah, no matter where we go, we still New York, man
Ooh-oh

You were the best nights of my life
You got the light that always shines
I miss the way that you move and the way I get high
When you take me to your heights
Like I'm standing in the sky

I see your subway cars, and your old graffiti
I breathe your air when I land in another city
I'll be that one that's got you printed on my bones
Yeah, you're all I know

Everywhere I go, I ain't changed at all
Always on my road
I'm still New York
Yeah the only home that I'll ever know
My concrete walls
I'm still New York
I'm still New York
Oh, I'm still New York

I wanna drive down riverside
See the birds flying on the high line
...

",1.0,pop,2018
3917,8984,punches (with lp),noah cyrus,0,1bb9eogTs9f8FrxlQ8Rvr2,0.531,0.499,0.0,-8.793,1.0,0.0403,0.416,0.0,0.131,0.182,118.059,253240.0,4.0,"Honey, it's like my words burned out
I'm trying to put it out
I'm trying but don't know how
Honey, I'm drowning in all my doubt
I'm trying to start again
I've tried but I'm struggling

Oh, after all this time got nothing to lose
Oh, after all this time is nothing but you

You might say I wasted on you
But when you break, I break for you too
Love can't be this black and blue
But darling, I'll take the punches for you
Punches for you
Punches for you
Love can't be this black and blue
But darling, I'll take the punches for you

Darling, a good intentions
...

",0.0,pop,2018
3918,8985,worthy of you,plested,0,1FDV80LC5JnTDAEjPDovER,0.451,0.452,1.0,-9.363,0.0,0.0574,0.439,0.0,0.478,0.386,57.523,190619.0,4.0,"I would take a bullet
and you wouldn't even notice
til' the summer is calm

and I will build a palace
but I know you're probably where there's just
a room for one

and I know,
I never keep my promises
but you're the one I'm breaking them for
so what's the use in all of this here for?

I'll never be worthy of you
I'm broken, and beat up, and bruised.
I've proven all that I can prove
There's nothing that I won't do

But I'll never be worthy of you... yeah
...

",0.0,pop,2018
3920,8989,girl - acoustic,syml,0,21xRlfE6OjTAFQ4wd9u8IU,0.413,0.272,1.0,-11.568,1.0,0.0317,0.945,0.0279,0.112,0.355,109.69,211882.0,4.0,"Girl, perfectly her, broken and hurt
Soft and asleep in the morning grey
Shake off the night and don't hide your face
The sun lights the world with a single flame
I want you to see this
I want you to see this

Today, and all of your days
I'll wear your pain
Heal what I can in your troubled mind
...

",0.0,pop,2018
