,ID,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,lyrics,explicit,Genre,Year
47,72,banana clip - spanish version,miguel,0,3sZB7cAJkbVkeWz1dMJ2Sy,0.398,0.66,1.0,-5.626,0.0,0.12,0.107,0.0,0.121,0.719,83.828,202373.0,4.0,"La pasión letal, no va a matarnos (look around you)
Puedo confiar, ya ves nos encontramos (so glad I found you)
Tú y yo, los dos tocando el cielo (we reach a crescendo)
El amor se encontró, es tan perfecto (it's that extendo oh)

Mataría por ti (sí por ti), sabes que eso es así
No importa donde quieras estar (claro que sí)
Pero es que te protegeré (por eso)

Y todo esto lo hago por ti, si me lo pides (ha)
Yeah, yo disparo (ha), es lo que quieres, ¿no? (hahahaha)
Y todo esto lo hago por ti, uh, si me lo pides (ha)
Hey, yo disparo (ha), I guess I'm trigger happy

Tú sabes que yo, que yo, que yo soy tu tipo
(Way down for you, yeah)
Este amor letal es infinito
(It's that extendo) Oh yeah
...

",0.0,pop,2018
48,74,come with me,kap g,0,0k9Dqeik4DvPIbaOHglvFS,0.659,0.734,10.0,-4.008,1.0,0.046,0.0526,2.48e-06,0.242,0.346,161.971,157461.0,4.0,"Come with Me (Come with me)
Come with Me (Come with me)
Leave your man where you at
Come with me (Come with me)
Come with me, come with me, come with me (yeah)
Come with me, come with me, come with me
Swear lil mama turning heads when she roll past (roll past)
Got a 7 on me now we can roll that (roll that)
Swear I caught a moment call that shit Kodak (Kodak)
Leave me where you at come with me

Heard you got a man leave him in the dark
I'mma go all the way with you
All four down on putt fior ya'
We can go get some lunch (woo)
Fuck it lets go get some brunch (woo)
Pick you up at seven
Go get ready
Ain't no rush
I show you a good time when I come through (nah foreal)
Show you how a real one suppose to love you
And i been having everything girl but you
...",1.0,rap,2018
49,75,como si na,melii,0,7LAK1HqDfxTt7HvSJ0px2M,0.716,0.766,9.0,-4.133,1.0,0.173,0.219,0.0,0.244,0.739,160.1,170998.0,4.0,"Aló
Melii
Como si na'

E' que él me pone loca
Cuando me jala y me besa en la boca
Y en la calle él me mira y me provoca
Y él así, como si na'

E' que él me pone loca
Cuando me jala y me besa en la boca
Y en la calle él me mira y me provoca
Y se queda como na'

Y no quería enamorarme
Te doy detalle
Ese e' un tipo que no tiene ni morale'
Son de los que nunca pertenecen casi a nadie
En la calle y en la noche, animales

Y no e' mi culpa
Él ve que él me hace daño y lo disfruta
El sinvergüenza se aparece con la...
Y yo soy loca, so, también me hago la bruta
...

",0.0,rap,2018
50,76,blah,mariah,0,5KOWiETj1KBUUe1oMohuHX,0.723,0.687,11.0,-4.632,0.0,0.2,0.0255,0.000207,0.124,0.777,173.747,188440.0,4.0,"Para que lo sepas del primero
Me hubiera dado cuenta si tu fuera un caballero
No me impresionaras hablando de dinero
Como si el amor se comprara en un cajero
Yo siempre pago mi cuenta
Yo sola pago mi renta, solita
No necesito a nadie que me ponga al dia
Y mucho menos quiero de tu compañía
Tu eres mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Y nunca sale na
Con tu blah blah blah
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Mucho mucho mucho
Blah blah blah blah blah
Y nunca sale na
Con tu blah blah blah
No me conoce y dice que me quiere
No me conoce y dice que me ama
Boy desde lejos sabes lo que quieres
...

",0.0,pop,2018
51,78,mi infinita,cuco,0,34jrXQENVMzhDQHmjOJpA1,0.465,0.675,10.0,-7.555,1.0,0.0485,0.902,0.267,0.11,0.129,119.941,272000.0,4.0,"De a blanco y negro a color
Las flores brillan con tu amor
Chiquita nena no hay temor
Si de tu lado estoy yo

¿Que importa lo que digan de mí?
Tienen la razón si dicen que estoy loco por ti
Si me encunetro mirando estrellas
Espero que en el momento estés tú allí
Cuando estrenan películas de amor
Contigo las escenas quiero revivir
Como la pintura de un artista
...

",1.0,pop,2018
52,79,coqueta,katzù oso,0,66ddt3E6KGEpRhJVchDnz3,0.632,0.652,4.0,-10.558,1.0,0.0302,0.571,0.85,0.194,0.594,115.031,174000.0,4.0,"Me gustas por coqueta y altanera
Me gusta tu mirada insinuante
Me gusta todo lo que llevas puesta
Y por tu bella forma de menearte

Me gusta ver cómo te vuela el pelo
Cuando vas caminando por la calle
Y tu aroma se queda por el viento
Dándome valor para acompañarte

Me gustas por coqueta y altanera
Me gustas por coqueta
Cuando guiñes los ojos
Haces que pierda la cabeza

Te gusta que te admire todita la gente
Te digan que eres linda y se te sube a la mente
Que tienes cara de ángel y figura divina
Y que de todo el barrio eres la más bonita
...

",0.0,pop,2018
53,80,sola,jessie reyez,0,3doK7YkkgMtfD6qoXCkTWh,0.575,0.184,9.0,-10.26,1.0,0.0636,0.93,0.0,0.096,0.188,83.616,210013.0,4.0,"Te conviene no decirme que me quieres
Prefiero que te alejes, prefiero que me dejes sola
Te conviene no andar firmando papeles
Ni subir los decibeles, cuando estoy cerca de ti

Yo no soy el tipo de mujer con quien tu mamá te quiere ver
Me hacen falta tantas cosas y me fallan tantas otras
Nunca te podría complacer

Ellas son fieles. ellas son santas
Ellas son buenas, perdonan calladas
No hacen escenas, no piden nada
...

",0.0,pop,2018
54,81,nuestro planeta (feat. reykon),kali uchis,0,12TOa8pzhbLTWh1vxIsPMp,0.871,0.55,0.0,-6.113,0.0,0.0613,0.0927,0.000742,0.0788,0.448,96.018,202755.0,4.0,"Teniendo de cerca
Se me daña la cabeza
Me acerco, todo me tiembla
Ahora tengo la certeza
Que no se me han quitado las ganas
Despertar contigo en las mañanas
Pero voy buscando tu mirada
Y tus ojos, baby, no me dicen nada

Hola ¿me recuerdas?
Era yo a la que tanto querías
Dame esta noche entera
Que seamos solo tu y yo (aquí en nuestro planeta, aquí en nuestro planeta)
Que seamos solo tu y yo (aquí en nuestro planeta, aquí en nuestro planeta)

Te veo diferente
Andando con otra gente
Amigos que no conozco
...

",0.0,pop,2018
55,82,hijo de su madre,omar apollo,0,2LGR3T1xZwuELcOi6DpMXY,0.829,0.606,5.0,-7.093,1.0,0.149,0.0646,0.391,0.281,0.732,118.051,178010.0,4.0,"You a hoe when it comes to real life
Hot tub, what that coffee feel like?
Nice rug I ain't talking real pipe
Cyclops on the twelve, come near, I
Dress up when I hang with rich kids
I guess I'm hanging with rich kids, hey
I just thought of some new shit
And we still watching bootleg

Say you wanna make scene?
Oh you wanna rock the beat?
Say you wanna make scene?
Oh you wanna rock the beat?

You ain't ever seen a brown boy like this
...

",1.0,pop,2018
56,84,dicen,matt hunter,0,4cfoVJxpHqUqTvBrG1RTyi,0.817,0.635,5.0,-5.719,0.0,0.138,0.137,7.85e-06,0.245,0.777,103.029,220827.0,4.0,"Quizás, después de ti yo termine siendo uno más
Que no te enamoras
Llegué yo a escuchar
Hay varias cosas que tenemos que intentar
Y quería aprovechar

Dame lo que quiero
Escuché que tu amor es pasajero
Pero me montaría en el vuelo
Y aunque sé que esto es temporal

Tú eres lo que quiero
Escuche que eres fría como el hielo
Un ángel que cayó del cielo
Que entró a la maldad

Dicen que tú eres mala
De ti nadie se salva
Envuelves con tu cuerpo
Todos te tienen ganas

Dicen que tú eres mala
De ti nadie se salva
Y como una modelo
Todos te tienen ganas

...

",0.0,pop,2018
57,85,bebe,6ix9ine,0,6mKs2kkBgvf090H566n1pd,0.635,0.902,0.0,-3.559,1.0,0.109,0.172,0.0,0.125,0.286,102.063,217822.0,4.0,"Haciendo el amor, a la misma vez tú te toca' (Te toca')
Bebé, no te pasa nada, vuélvete loca (Lo-loca-loca)
Y tu novio te trata mal, él no te controla (No, no, no, no)
He said

Mi diablita
Ella se pone pornográfica en la intimidad (Baby)
Y su marido no la valora y la deja sola (La deja sola)
Y yo siempre lo estoy esperando con mi pistola
Y conmigo ella siempre se moja

Bebecita (Uah)
Tu hombre te ama pero tú le ere' infiel (Bebé)
Porque tú ere' una diabla dentro de una mujer (Oh-oh, oh-oh)
Y cuando se esconde el sol tú quiere' beber
Hija 'e Lucifer

Bebecita (Mi baby; uah, uah)
Tu hombre te ama pero tú le ere' infiel (¿Por qué-é-é?)
Porque tú ere' una diabla dentro de una mujer (Mujer)
Y cuando se esconde el sol, tú quieres beber
Hija 'e Lucifer

Baby, con ra-ta-ta-ta-ta
Baby, yo soy tu criminal
...

",0.0,rap,2018
58,87,zooted (feat. french montana & farruko),becky g,0,3clw56k8jqFaXnwdejV4Yo,0.815,0.626,6.0,-5.139,1.0,0.103,0.267,1.31e-05,0.275,0.571,109.989,217652.0,4.0,"Montana
You know what it is, when you hear that, han
Becky G

I'm on it, I'm on it
yeah you know I'm on it
Popping, drinking, smoking,
We gon' be here 'till the morning
The morning, the morning
Sweatinf 'till the morning
The way I move my body, boy you're loving my performance
You want it, you want it, yeah, I know you want it
Feeling on my body, baby, do I make you want me?
Higher, higher
let me take you higher
Come and let me put some gasolina on the fire

Zooted, I'm zooted
The room is spinning 'round and 'round
And tonight goin' stupid
I wanna wake up in the clouds
Tell my friends I'm pullin' up
Put some liquor in my cup
Because I'm zooted, so zooted
I'm getting higher off your love

Zooted, zooted, zooted
Zooted, zooted, zooted
Zooted, zooted, zooted
Zooted, zooted, zooted

Montana (yeah)
Hop in get ghost in a Phantom
...

",0.0,rap,2018
59,88,havana - remix,camila cabello,0,3whrwq4DtvucphBPUogRuJ,0.751,0.579,2.0,-4.036,1.0,0.0321,0.398,2.2800000000000002e-05,0.133,0.349,105.031,199095.0,4.0,"Hey

Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh huh)
Havana, ooh na-na (uh)

Él vino a buscarme y ahí lo supe (uh)
Vi clara su actitud
Me dijo, ""son tantas las que yo tuve"" (uh)
Pero me faltas tú
No puedo soltarte, no seas tan cruel (hey)
Desde esa noche azul
Mi papá me dice que malo es él (uh)
¿Qué más puedo hacer?

Ooh-ooh-ooh, lo supe en un segundo
Él cambiaría mi mundo
Ya no puedo más
Ooh-ooh-ooh, ay y es que me duele mucho
Decir adiós, oh na-na-na-na-na

Havana, ooh na-na (ayy)
...

",0.0,pop,2017
60,90,quiero saber,jesse baez,0,3hbJTkEZUwGR7o74InfR3D,0.701,0.82,6.0,-5.481,0.0,0.0503,0.00282,1.97e-06,0.315,0.552,102.997,166093.0,4.0,"Llevó un par de días pensandote
Llevó un par de noches soñandote
Ya nada se siente como ayer
Estar lejos me hace dudar
Llevó la noche entera escribiendote canciones
Llevó la noche entera guardando mis emociones
Me quedo en casa para evitar tentaciones
Pero solo me hace pensar
Quiero saber qué haces ahora que estoy ausente
Quiero saber qué harías si me tienes enfrente
...

",0.0,rap,2018
61,91,como,kim viera,0,2sVQ3guXjN1KB3BiuZHaFD,0.544,0.848,9.0,-3.574,1.0,0.0658,0.00321,0.0,0.0561,0.657,92.061,234373.0,4.0,"Baby you got me excited
Striking me down like you can
Just like lightning
I love when our lips are fighting
And do it all over again, love so blinding

(Sube sube)

Don't wanna go go go go go nowhere
Wanna be all on you as long as you're here
Inside your arms, this is paradise
My future's in your eyes

Don't wanna go go go go go nowhere
My eyes roll back when you're pulling my hair
As long long long as you don't disappear
Don't be afraid, take me there

You wanna come ride my wave like the ocean
You wanna kiss on my skin like the sun
Show me, como
You wanna love me right now til forever
Just don't talk baby you gotta show
Show me, como

Yo te llevo rápido
De 0 a 100
Aquí no soy pálido
Se pasarla bien
Quiero recorrer tu piel
Poner el mundo a tus pies
Yo sé que tu corazón lo siente también
...",0.0,pop,2018
62,94,díganle - tainy remix,leslie grace,0,1l89iNLbzfFN9TsWJORolB,0.84,0.789,1.0,-4.695,0.0,0.0949,0.102,0.0,0.309,0.619,92.018,211438.0,4.0,"Díganle que su partida me ha dejado un mal sabor
Y yo, traté de llenar la ausencia que dejó
Acepto que no fui el mejor
Por huir como un cobarde, perdón
(Yo' Grace)
Y no lo he vuelto a ver, no sé a dónde fue
Díganle que jamás yo lo volví a llorar
Alguien por favor le cuente la verdad
Que ya tomé un remedio pa' mi corazón
Y no lo he vuelto a ver, no sé a dónde fue
Díganle que jamás lo he vuelto a lamentar
Alguien por favor le cuente la verdad
Que ya tomé un remedio pa' mi corazón
Díganle ahora
Que su amor está en coma
Que si está con alguien ya no hay vuelta atrás
Mejor estar sola
Ya habrá otra persona que me erice la piel
Y se lo va a perder
¡CNCO!
Voy a ignorar los comentarios de la gente
Hoy te prometo que puedo cambiar sólo por ti
Es imposible que te saque de mi mente
Mi único rito en esta vida es hacerte feliz
...

",0.0,pop,2018
63,95,sangria wine,pharrell williams,0,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1.0,-3.646,0.0,0.094,0.181,0.0,0.0572,0.69,132.109,202853.0,4.0,"Honey said she want somebody break her off proper (mhm)
Man, she so relentless so nothing can stop her (woo)
Never left the city (come on, man) but she swear she's a yardie (hey girl)
Because it's so awesome how she move her body (ow)

She do the sangria wine (woo), sangria wine (uh-huh)
Moving side to side (woo), front and behind (uh-huh)
Sangria wine (woo), sangria wine (uh-huh)
Sangria wine (woo), do the sangria wine (uh-huh)

Move it, I move it
Move my body like it is a pot
Tutti Frutti, is all that I got (hey)
Counter-clockwise, I'm mixin' it up (mixin' it up)
Sip it, sip it, I'll bet that you'll blush

Yo sé, yo sé, yo sé, yo sé que tú quieres mi cuerpo, eh
Y quieres controlar mi mente, eh
...

",0.0,pop,2018
64,101,"1, 2, 3 (feat. jason derulo & de la ghetto)",sofia reyes,0,4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1.0,-3.112,0.0,0.0589,0.165,0.0,0.0501,0.794,94.968,201526.0,4.0,"Sofía
Put your hands together
De la'

Oh baby, I'm thinking maybe
That you were always a piece of shh
You're rubbing your dirt on everyone's skirt
You know how to be a dr'

¿Dónde están tus modales?
Que no aprendiste ni a saludar
Parece que hoy me gustas un poco más

Hola, ¿Comment allez, allez-vous?
So nice to meet you
You say we should go and get a room
Hm, no

If you wanna' turn it on
Go get a lightbulb, después hablamos
If you wanna' turn it on
Go get a lighter, después bailamos

Oh, un dos tres, un dos tres
Si te doy un beso ya estás a mis pies
Dime un dos tres, un dos tres
La la la la la (La la la la la)

La la la la la, la la
La la la la la, la la la
...

",0.0,pop,2018
65,102,pa mi (with ozuna),tory lanez,0,0CYLDwvvpJQySLA5CvqvSl,0.596,0.557,1.0,-7.522,0.0,0.134,0.0983,0.0,0.0565,0.661,133.247,216689.0,5.0,"Lo siento, mamacita
Esta noche yo te quiero pa' mí
Tú eres bonita
Esta noche yo te quiero pa' mí (baby)
Yo te quiero pa' mí (baby)
Yo te quiero pa' mí

Cuando la vi en el medio del baile
Bailando pa' mi, en el medio del baile
Tú eres la mujer que yo tengo que conocer
Tú eres con la que yo me puedo ver
Su cuerpo a mi me ama
Tú eres lo que me falta
Tú eres la que necesito
Esta noche en mi cama (yeah)

Lo siento, mamacita
Esta noche yo te quiero pa' mí
Tú eres bonita
Esta noche yo te quiero pa' mí (baby)
Yo te quiero pa' mí (baby)
Yo te quiero pa' mí

...

",1.0,rap,2018
66,103,lo siento,super junior,0,2VVqxQhALecXvaArlZSVXr,0.746,0.738,9.0,-3.67,1.0,0.207,0.0705,0.0,0.043,0.63,94.808,226184.0,4.0,"아찔히 빛나는 당신은 Special somebody (Whoa na na na na eh)
빨간 카펫 위에 Perfect body (Whoa na na na eh)
천사의 미소로 온 걸 찬란히 빛나던 그 여신은 바로 너
내 감히 그대를 찬미하게만 해줘 Ooh Yeah

밤이 짙을 때 Kiss you one more time
우린 밤새 춤을 출거야 Oh Oh Oh
약속해 실망할 일 없을 거야 No No No
말이 필요 없잖아 We can take it slow

Lo siento, Lo siento 이제서야 너를 찾아냈어
Lo siento, Lo siento 내 눈만 봐
Don't push 이 밤 No rush 널 흐르는 대로 맡겨
지금 널 안고 Momento (머무를게)
Lo siento

지금 우릴 뒤흔든 Situation? (Whoa na na na na eh)
너란 유혹 뜨거운 Action(Whoa na na na na eh)
...

",0.0,pop,2018
67,104,nuestra cancion pt. 2 (feat. arcángel),snow tha product,0,6fXcO9KlWgg4zAgEHDg84i,0.493,0.825,8.0,-4.056,1.0,0.0798,0.0079,0.0,0.129,0.621,99.866,215004.0,4.0,"Dile al locutor
Hágame el favor

Dicen por ahí que ya no bailo igual
Que me vieron perderle al licor
Dicen por ahí que me debo cuidar
Que se nota que escondo el dolor

Que ya tengo tiempo sin hablarte
Que parece no soy la de antes
Les digo no me importan los días que pasen
Se pone difícil mirar pa' delante, eh, eh

Que me dijeron preguntas por mí por celos
Y conmigo pones peros pues y yo que esperaba
Más que el enredo en el que nos quedamos
Pero cuando yo te vi pasar volví baje la mirada

Les digo, yeah, yeah, yeah, yeah
Por favor ya cambie esa canción
Yeah, yeah, yeah, yeah
Diles que no me hablen del amor

[Coro: Snow Tha Product
Dile al locutor
Hágame el favor
Por favor ya cambie esa canción
Dile al locutor
Hágame el favor
Diles que no me hablen del amor
...

",0.0,rap,2017
68,107,pum pum (feat. kap g & play-n-skillz),messiah,0,3Aisht63nuyccguwcW3ek5,0.871,0.563,10.0,-8.329,0.0,0.0795,0.149,0.0,0.0568,0.62,91.998,182225.0,4.0,"Your pum-pump, baby, baby, got me hit hypnotized
Pum-pum, baby, baby, got me feelin' right
Pum-pum, mami, make me wanna stay the night
Tu pum-pum, mami, mami, you know what I like
Your pum-pump, baby, baby, got me hit hypnotized
Pum-pum, baby, baby, got me feelin' right
Pum-pum, mami, make me wanna stay the night
Tu pum-pum, mami, mami, you know what I like

One for the money and a two for the hoes
Three to get it poppin', now she hoppin' on the pole
Tu cuerpo will Henny, ma', me tiene emborrachó'
Hoy tú te vas conmigo, dale, mami, vámonos
Booty so big make me wanna take a photo
Post you on the 'gram, baby, I can make you glob
Tráete a tu amiga, vamo' a hacer un coro
Que por ese pum-pum, mami, yo hago de todo

Pum-pum-pum
Pum-pum-pum
Baby
Pum-pum-pum
Pum-pum-pum
Dale
Pum-pum-pum
Pum-pum-pum
Baby
Pum-pum-pum
Pum-pum-pum

Your pum-pump, baby, baby, got me hit hypnotized
...

",1.0,rap,2018
69,109,better with you,michl,0,1FjHxl8B28sXj7eVfxdST4,0.784,0.437,5.0,-7.868,1.0,0.0509,0.265,6.979999999999999e-05,0.126,0.47,90.003,196018.0,4.0,"Dreaming in the daylight
'cause I know heaven is a world away
You were here sleeping on the floor
But this hell feels better with you
Working through the midnight
I know heaven is a world away
We're here sweatin' on the floor
But this hell feels better
Better with you
Better with you
Better with you
Better with you
This hell feels better with you
Better with you
...

",1.0,pop,2018
